ctrl_iteration,exec_time,tau_i,tau_o
8312,2403.13,2.10,0.60
8313,2228.52,2.30,0.60
8314,2036.81,2.10,0.60
8315,1853.85,2.10,0.60
8316,2643.39,2.10,0.65
8317,4415.11,2.05,0.60
8318,3241.38,2.10,0.60
8319,4031.63,2.10,0.60
8320,2867.31,2.10,0.60
8321,4672.93,2.10,0.65
8322,3482.16,2.10,0.60
8323,3299.32,2.10,0.65
8324,4097.92,2.05,0.65
8325,2924.38,2.10,0.60
8326,3723.28,2.10,0.60
8327,3530.96,2.10,0.60
8328,4329.82,2.10,0.60
8329,3164.79,2.10,0.60
8330,2008.06,2.10,0.60
8331,3787.90,2.10,0.60
8332,4578.36,2.10,0.60
8333,3413.41,2.10,0.65
8334,4212.39,2.10,0.65
8335,3056.37,2.10,0.60
8336,2864.69,2.10,0.65
8337,2681.41,2.10,0.65
8338,2489.37,2.10,0.65
8339,2297.97,2.10,0.60
8340,2114.22,2.05,0.60
8341,1922.90,2.30,0.60
8342,2721.72,2.05,0.60
8343,2537.73,2.10,0.60
8344,2355.19,2.10,0.60
8345,2164.14,2.10,0.60
8346,1980.16,2.10,0.60
8347,3742.98,2.10,0.60
8348,4533.06,2.10,0.60
8349,3359.35,2.05,0.65
8350,3176.76,2.10,0.60
8351,2984.70,2.05,0.60
8352,3773.86,2.10,0.60
8353,4564.37,2.10,0.60
8354,3390.46,2.10,0.60
8355,3199.36,2.05,0.60
8356,3988.71,2.10,0.60
8357,2824.47,2.05,0.60
8358,3614.22,2.10,0.60
8359,3422.52,2.10,0.60
8360,4211.71,2.10,0.60
8361,3046.98,2.10,0.60
8362,1882.37,2.10,0.60
8363,6590.47,2.10,0.60
8364,5417.49,2.10,0.60
8365,4521.27,2.10,0.60
8366,4059.87,2.25,0.60
8367,1922.35,2.10,0.60
8368,2711.99,2.10,0.60
8369,2520.98,2.10,0.60
8370,2336.63,2.30,0.60
8371,2145.96,2.05,0.60
8372,1962.25,2.10,0.60
8373,2742.60,2.10,0.60
8374,2551.74,2.10,0.60
8375,2359.89,2.10,0.60
8376,2168.04,2.10,0.60
8377,3931.23,2.10,0.60
8378,2757.44,2.10,0.65
8379,4537.95,2.10,0.60
8380,3372.65,2.10,0.65
8381,3172.35,2.10,0.60
8382,3961.79,2.10,0.60
8383,2788.90,2.10,0.65
8384,3578.92,2.10,0.60
8385,3386.50,2.10,0.60
8386,4168.31,2.10,0.60
8387,2994.28,2.10,0.65
8388,2802.53,2.10,0.65
8389,4574.47,2.10,0.60
8390,3401.43,2.05,0.60
8391,4190.69,2.10,0.60
8392,3008.54,2.10,0.60
8393,2817.00,2.10,0.60
8394,4571.31,2.05,0.65
8395,3397.52,2.10,0.65
8396,4178.46,2.10,0.60
8397,2040.90,2.05,0.60
8398,1840.15,2.30,0.60
8399,2630.44,2.10,0.60
8400,2437.89,2.10,0.60
8401,2254.97,2.10,0.60
8402,2063.78,2.30,0.65
8403,1871.91,2.10,0.60
8404,2670.11,2.10,0.60
8405,2478.62,2.10,0.60
8406,2294.50,2.10,0.60
8407,4058.20,2.05,0.60
8408,2884.27,2.10,0.60
8409,3682.72,2.10,0.60
8410,2900.94,2.10,0.65
8411,3699.24,2.10,0.60
8412,3117.16,2.10,0.60
8413,3906.18,2.10,0.60
8414,3714.48,2.10,0.65
8415,4504.91,2.10,0.60
8416,3339.21,2.10,0.60
8417,3147.11,2.10,0.60
8418,3937.62,2.10,0.60
8419,2773.18,2.10,0.65
8420,3562.92,2.10,0.60
8421,3370.59,2.25,0.65
8422,4160.52,2.10,0.60
8423,2987.21,2.10,0.60
8424,1822.65,2.10,0.60
8425,6522.24,2.10,0.60
8426,4383.71,2.10,0.65
8427,2219.94,2.05,0.60
8428,2028.38,2.10,0.60
8429,1836.28,2.10,0.60
8430,2617.74,2.10,0.60
8431,2425.43,2.10,0.60
8432,2225.55,2.10,0.60
8433,2033.79,2.10,0.60
8434,1841.47,2.10,0.60
8435,2622.50,2.10,0.60
8436,2430.87,2.10,0.60
8437,4193.63,2.05,0.60
8438,3020.62,2.10,0.60
8439,3801.54,2.10,0.65
8440,4591.41,2.05,0.60
8441,3417.30,2.05,0.65
8442,3234.88,2.10,0.60
8443,3042.52,2.05,0.60
8444,3832.83,2.05,0.65
8445,4622.13,2.10,0.60
8446,3457.80,2.05,0.60
8447,3258.10,2.10,0.60
8448,4047.05,2.10,0.60
8449,2882.29,2.05,0.60
8450,3672.60,2.10,0.60
8451,3480.25,2.10,0.60
8452,4261.41,2.10,0.60
8453,3088.65,2.10,0.60
8454,1914.91,2.10,0.65
8455,6613.18,2.10,0.60
8456,4476.93,2.05,0.65
8457,2311.95,2.10,0.60
8458,2111.61,2.05,0.60
8459,1919.89,2.05,0.60
8460,2701.60,2.10,0.60
8461,2517.48,2.10,0.60
8462,2326.18,2.10,0.65
8463,2133.50,2.10,0.60
8464,1942.23,2.10,0.65
8465,2732.48,2.10,0.60
8466,2531.79,2.10,0.60
8467,4285.52,2.10,0.60
8468,3112.61,2.10,0.60
8469,3902.34,2.10,0.60
8470,3710.07,2.10,0.65
8471,2545.54,2.10,0.60
8472,4308.67,2.10,0.60
8473,3143.81,2.10,0.60
8474,3933.73,2.10,0.60
8475,2760.20,2.10,0.60
8476,3550.09,2.10,0.60
8477,3357.89,2.10,0.60
8478,4147.72,2.10,0.65
8479,2975.26,2.05,0.60
8480,1810.06,2.10,0.60
8481,6517.81,2.10,0.60
8482,5344.48,2.10,0.60
8483,4448.56,2.10,0.60
8484,3978.65,2.10,0.60
8485,2806.06,2.10,0.60
8486,2622.38,2.10,0.65
8487,2430.06,2.10,0.60
8488,2239.21,2.10,0.65
8489,2047.04,2.10,0.60
8490,1854.87,2.10,0.60
8491,2636.33,2.10,0.60
8492,2444.36,2.10,0.60
8493,2252.34,2.10,0.65
8494,2060.38,2.05,0.60
8495,1868.91,2.10,0.60
8496,4604.43,2.10,0.60
8497,3439.66,2.10,0.60
8498,3248.82,2.10,0.65
8499,3057.02,2.10,0.60
8500,3854.67,2.10,0.60
8501,4644.57,2.10,0.60
8502,3471.19,2.10,0.60
8503,3279.43,2.10,0.60
8504,4078.42,2.10,0.65
8505,2904.57,2.10,0.60
8506,3694.36,2.10,0.60
8507,3502.81,2.10,0.60
8508,4292.89,2.05,0.60
8509,3119.44,2.10,0.60
8510,1962.72,2.10,0.60
8511,6670.81,2.10,0.60
8512,5470.83,2.10,0.60
8513,4584.81,2.10,0.65
8514,4106.06,2.10,0.60
8515,2932.38,2.05,0.60
8516,2749.79,2.10,0.60
8517,2557.58,2.05,0.65
8518,2365.26,2.10,0.65
8519,2173.59,2.30,0.60
8520,1982.20,2.05,0.60
8521,1903.09,2.10,0.60
8522,2571.55,2.30,0.65
8523,2379.71,2.10,0.60
8524,2187.44,2.10,0.60
8525,1996.01,2.10,0.60
8526,3767.78,2.10,0.65
8527,3575.86,2.10,0.60
8528,3384.58,2.10,0.60
8529,3200.66,2.10,0.60
8530,3990.90,2.10,0.60
8531,2817.50,2.10,0.60
8532,3615.37,2.10,0.60
8533,3423.75,2.10,0.60
8534,4213.68,2.10,0.60
8535,3048.86,2.05,0.60
8536,1884.40,2.10,0.60
8537,4254.90,2.10,0.60
8538,5688.34,2.10,0.60
8539,5235.33,2.10,0.65
8540,4071.15,2.10,0.60
8541,2905.64,2.10,0.60
8542,4676.86,2.10,0.60
8543,3512.25,2.05,0.60
8544,3320.82,2.05,0.65
8545,4119.46,2.10,0.60
8546,1972.62,2.10,0.60
8547,1902.59,2.05,0.60
8548,2580.26,2.10,0.60
8549,2396.49,2.10,0.60
8550,2204.61,2.10,0.60
8551,2013.20,2.10,0.60
8552,1821.36,2.05,0.60
8553,2611.39,2.10,0.60
8554,2419.13,2.10,0.60
8555,2227.61,2.10,0.60
8556,4008.10,2.30,0.60
8557,2843.16,2.10,0.65
8558,4613.95,2.05,0.60
8559,3449.60,2.10,0.60
8560,4248.50,2.05,0.65
8561,3083.21,2.10,0.60
8562,2900.35,2.10,0.65
8563,4671.74,2.10,0.60
8564,3498.20,2.10,0.60
8565,4296.45,2.05,0.60
8566,3122.94,2.10,0.60
8567,2939.99,2.30,0.60
8568,2748.76,2.10,0.60
8569,4511.95,2.10,0.60
8570,3345.78,2.05,0.60
8571,4135.97,2.05,0.65
8572,2962.78,2.10,0.60
8573,3752.73,2.10,0.60
8574,4542.67,2.10,0.60
8575,2404.94,2.10,0.60
8576,2212.74,2.10,0.60
8577,2020.99,2.10,0.60
8578,1828.90,2.10,0.60
8579,2627.98,2.10,0.60
8580,2435.97,2.10,0.60
8581,2244.19,2.10,0.60
8582,2052.56,2.10,0.60
8583,1869.47,2.10,0.60
8584,2658.99,2.05,0.60
8585,4421.89,2.10,0.65
8586,3161.47,2.05,0.60
8587,2977.96,2.10,0.60
8588,3768.07,2.10,0.60
8589,4566.82,2.10,0.60
8590,3393.70,2.10,0.65
8591,4183.50,2.05,0.65
8592,3018.17,2.10,0.60
8593,3808.59,2.05,0.60
8594,3633.73,2.30,0.60
8595,3442.45,2.10,0.60
8596,4232.06,2.10,0.60
8597,3058.49,2.10,0.60
8598,3848.60,2.10,0.60
8599,2683.51,2.10,0.60
8600,4455.62,2.10,0.60
8601,3290.45,2.10,0.60
8602,4080.52,2.10,0.60
8603,2906.30,2.10,0.60
8604,2723.73,2.10,0.60
8605,2540.40,2.10,0.60
8606,2348.60,2.05,0.60
8607,2165.68,2.10,0.65
8608,1973.88,2.10,0.60
8609,1781.82,2.10,0.65
8610,2571.48,2.10,0.60
8611,2379.90,2.10,0.60
8612,2196.83,2.10,0.60
8613,2013.44,2.10,0.60
8614,1821.33,2.10,0.60
8615,4575.82,2.10,0.65
8616,3410.35,2.10,0.60
8617,4209.53,2.10,0.60
8618,3044.78,2.10,0.60
8619,2852.31,2.10,0.60
8620,3651.25,2.05,0.60
8621,4449.55,2.10,0.60
8622,3283.91,2.10,0.60
8623,3101.28,2.10,0.60
8624,2918.22,2.10,0.60
8625,3708.33,2.10,0.60
8626,2543.77,2.10,0.60
8627,4315.04,2.10,0.65
8628,3150.09,2.10,0.60
8629,3948.45,2.10,0.60
8630,2775.26,2.10,0.60
8631,3565.01,2.05,0.60
8632,3373.64,2.10,0.65
8633,4171.75,2.10,0.60
8634,3006.71,2.10,0.65
8635,1833.74,2.10,0.60
8636,2623.20,2.05,0.60
8637,2431.63,2.10,0.60
8638,2248.52,2.10,0.60
8639,2056.66,2.10,0.60
8640,1865.14,2.10,0.60
8641,1794.88,2.10,0.60
8642,2472.09,2.10,0.60
8643,2288.67,2.30,0.60
8644,2105.19,2.10,0.60
8645,2903.82,2.10,0.60
8646,2720.82,2.05,0.60
8647,4483.04,2.10,0.60
8648,3318.84,2.10,0.60
8649,4108.71,2.25,0.60
8650,2935.68,2.30,0.60
8651,2752.27,2.10,0.60
8652,3550.37,2.10,0.60
8653,3359.09,2.10,0.65
8654,4148.42,2.10,0.60
8655,2975.39,2.10,0.65
8656,2791.77,2.05,0.60
8657,3981.79,2.05,0.60
8658,3381.71,2.10,0.60
8659,4180.38,2.30,0.60
8660,3014.60,2.30,0.60
8661,3805.31,2.10,0.65
8662,3622.45,2.10,0.60
8663,4412.29,2.10,0.65
8664,3246.74,2.10,0.65
8665,2073.46,2.10,0.60
8666,1890.64,2.10,0.65
8667,1820.50,2.10,0.60
8668,2488.36,2.10,0.60
8669,2305.38,2.10,0.60
8670,2113.54,2.10,0.60
8671,1921.54,2.05,0.60
8672,1730.07,2.10,0.65
8673,2519.49,2.10,0.60
8674,3300.34,2.10,0.65
8675,3109.31,2.10,0.65
8676,3898.98,2.10,0.60
8677,2725.34,2.10,0.60
8678,4505.73,2.10,0.60
8679,3332.30,2.10,0.65
8680,3140.62,2.10,0.65
8681,2957.39,2.10,0.60
8682,3747.20,2.10,0.60
8683,4536.91,2.10,0.60
8684,3372.45,2.10,0.60
8685,3180.21,2.10,0.60
8686,3970.55,2.10,0.65
8687,2805.98,2.10,0.65
8688,3603.77,2.10,0.60
8689,3412.54,2.10,0.60
8690,4211.67,2.10,0.60
8691,3046.11,2.10,0.60
8692,1881.06,2.10,0.60
8693,6580.88,2.10,0.60
8694,4451.41,2.05,0.60
8695,2278.97,2.10,0.60
8696,2086.89,2.05,0.60
8697,1894.99,2.10,0.60
8698,1712.17,2.05,0.65
8699,2501.83,2.10,0.60
8700,2310.10,2.10,0.60
8701,2118.55,2.10,0.60
8702,1926.93,2.10,0.65
8703,1743.68,2.10,0.60
8704,2533.36,2.05,0.60
8705,4304.61,2.10,0.60
8706,3131.27,2.10,0.65
8707,3921.43,2.10,0.60
8708,2756.50,2.10,0.60
8709,4537.12,2.10,0.60
8710,3371.52,2.10,0.60
8711,3179.10,2.10,0.60
8712,3978.88,2.05,0.60
8713,2804.82,2.10,0.60
8714,3594.36,2.10,0.60
8715,3403.29,2.10,0.60
8716,4201.70,2.10,0.60
8717,3028.46,2.10,0.60
8718,1863.31,2.10,0.65
8719,6562.30,2.10,0.65
8720,5389.66,2.10,0.65
8721,4501.67,2.10,0.60
8722,4024.40,2.10,0.60
8723,2858.57,2.10,0.60
8724,1807.55,2.10,0.60
8725,2483.88,2.10,0.60
8726,2292.95,2.05,0.60
8727,2108.96,2.10,0.65
8728,1917.88,2.10,0.65
8729,1734.31,2.10,0.60
8730,2524.41,2.10,0.60
8731,2332.66,2.10,0.65
8732,2140.40,2.10,0.60
8733,1948.06,2.10,0.60
8734,3711.72,2.30,0.60
8735,3519.50,2.05,0.60
8736,3328.13,2.05,0.60
8737,4118.09,2.05,0.60
8738,2944.27,2.10,0.60
8739,3734.54,2.10,0.60
8740,2561.18,2.10,0.60
8741,4331.59,2.10,0.60
8742,3159.04,2.05,0.60
8743,3948.04,2.10,0.65
8744,2775.14,2.10,0.60
8745,4546.16,2.10,0.60
8746,3372.70,2.10,0.60
8747,4154.48,2.10,0.60
8748,2989.57,2.10,0.60
8749,2797.63,2.10,0.65
8750,3970.14,2.10,0.65
8751,3387.29,2.05,0.65
8752,4176.98,2.10,0.65
8753,3003.70,2.10,0.65
8754,1838.67,2.10,0.60
8755,2628.32,2.10,0.60
8756,2445.00,2.10,0.60
8757,2254.10,2.10,0.60
8758,2070.44,2.10,0.60
8759,1878.61,2.05,0.60
8760,1808.72,2.10,0.60
8761,2477.23,2.10,0.60
8762,2293.75,2.10,0.60
8763,2101.80,2.10,0.60
8764,3873.51,2.10,0.60
8765,3681.81,2.10,0.60
8766,3498.02,2.10,0.60
8767,4287.82,2.10,0.60
8768,3123.28,2.10,0.60
8769,3913.41,2.10,0.60
8770,2739.96,2.10,0.60
8771,4511.83,2.10,0.65
8772,3337.59,2.10,0.60
8773,4128.37,2.10,0.60
8774,2954.60,2.10,0.60
8775,2770.58,2.10,0.65
8776,4534.27,2.10,0.60
8777,3369.60,2.10,0.60
8778,4158.87,2.10,0.65
8779,2985.88,2.05,0.60
8780,2793.22,2.10,0.60
8781,4557.85,2.10,0.65
8782,3400.78,2.10,0.65
8783,4164.32,2.10,0.60
8784,2017.96,2.10,0.60
8785,1825.40,2.30,0.60
8786,2616.32,2.10,0.60
8787,2423.97,2.05,0.60
8788,2241.20,2.05,0.60
8789,2049.05,2.10,0.65
8790,1857.68,2.10,0.60
8791,2638.77,2.10,0.60
8792,2446.91,2.30,0.65
8793,2255.51,2.10,0.60
8794,4008.54,2.10,0.60
8795,2835.21,2.05,0.60
8796,2652.69,2.10,0.60
8797,4423.66,2.10,0.60
8798,3250.87,2.10,0.60
8799,4040.47,2.10,0.60
8800,2866.96,2.10,0.60
8801,2674.93,2.05,0.60
8802,4446.45,2.10,0.60
8803,3282.13,2.10,0.60
8804,4062.87,2.10,0.60
8805,2898.18,2.10,0.65
8806,2706.01,2.10,0.60
8807,4469.29,2.05,0.60
8808,4285.80,2.05,0.60
8809,3112.71,2.10,0.60
8810,3911.27,2.10,0.60
8811,2737.93,2.10,0.60
8812,4526.09,2.10,0.60
8813,2371.64,2.10,0.60
8814,2179.33,2.10,0.60
8815,1988.43,2.10,0.60
8816,1796.22,2.10,0.60
8817,2586.07,2.10,0.60
8818,2394.25,2.10,0.60
8819,2211.19,2.10,0.60
8820,2027.45,2.10,0.60
8821,1836.11,2.10,0.60
8822,2660.99,2.25,0.60
8823,4414.68,2.05,0.60
8824,4223.58,2.10,0.60
8825,3058.45,2.10,0.60
8826,3856.82,2.10,0.60
8827,2691.71,2.10,0.60
8828,4472.32,2.10,0.60
8829,3307.61,2.10,0.60
8830,4105.90,2.10,0.60
8831,2941.11,2.10,0.60
8832,2775.52,2.10,0.60
8833,4520.43,2.10,0.60
8834,3348.11,2.10,0.60
8835,4146.14,2.10,0.60
8836,2972.62,2.10,0.60
8837,2798.00,2.10,0.60
8838,3596.75,2.10,0.60
8839,3404.29,2.10,0.60
8840,4203.10,2.10,0.60
8841,3038.27,2.10,0.60
8842,1873.69,2.05,0.60
8843,3653.23,2.10,0.60
8844,2488.97,2.10,0.65
8845,2306.09,2.10,0.65
8846,2114.26,2.10,0.60
8847,1930.82,2.10,0.60
8848,1748.27,2.10,0.60
8849,2546.88,2.10,0.60
8850,2363.59,2.10,0.65
8851,2180.45,2.10,0.60
8852,1997.03,2.10,0.60
8853,1805.65,2.10,0.65
8854,4567.84,2.05,0.60
8855,3402.57,2.10,0.60
8856,4200.93,2.10,0.60
8857,3035.57,2.10,0.60
8858,2861.56,2.10,0.60
8859,2678.05,2.05,0.60
8860,4450.17,2.10,0.60
8861,3285.81,2.10,0.60
8862,4101.10,2.10,0.60
8863,2910.03,2.10,0.60
8864,2718.71,2.05,0.60
8865,4490.71,2.10,0.60
8866,3325.88,2.10,0.60
8867,4124.51,2.10,0.60
8868,2958.99,2.10,0.60
8869,3757.50,2.10,0.60
8870,4547.87,2.05,0.60
8871,3382.64,2.10,0.60
8872,2218.19,2.10,0.60
8873,2034.38,2.10,0.60
8874,1842.60,2.10,0.60
8875,2641.43,2.10,0.60
8876,2449.91,2.10,0.60
8877,2257.41,2.35,0.65
8878,2231.49,2.10,0.60
8879,1873.74,2.05,0.60
8880,1804.52,2.10,0.60
8881,2480.95,2.10,0.60
8882,4270.36,2.10,0.60
8883,4051.91,2.10,0.60
8884,2878.66,2.10,0.60
8885,3669.29,2.10,0.60
8886,2590.61,2.10,0.60
8887,4353.16,2.10,0.60
8888,3188.35,2.10,0.60
8889,3978.41,2.10,0.60
8890,2813.69,2.10,0.60
8891,3603.71,2.10,0.65
8892,3420.89,2.10,0.60
8893,4210.88,2.10,0.60
8894,3037.26,2.10,0.60
8895,2853.07,2.10,0.65
8896,4624.82,2.10,0.60
8897,3451.72,2.10,0.60
8898,4241.68,2.10,0.60
8899,3068.55,2.05,0.60
8900,3858.24,2.10,0.60
8901,4648.54,2.10,0.60
8902,2510.36,2.10,0.60
8903,2318.00,2.10,0.65
8904,2126.08,2.10,0.60
8905,1943.49,2.10,0.60
8906,2733.08,2.10,0.60
8907,2549.83,2.10,0.60
8908,2358.20,2.10,0.60
8909,2174.85,2.10,0.60
8910,1982.73,2.10,0.60
8911,1799.87,2.30,0.60
8912,4562.26,2.10,0.60
8913,3371.38,2.05,0.60
8914,3179.94,2.05,0.65
8915,3978.13,2.10,0.60
8916,2812.98,2.10,0.60
8917,4593.38,2.05,0.65
8918,3428.75,2.10,0.60
8919,2255.25,2.10,0.60
8920,4026.10,2.10,0.65
8921,2853.01,2.10,0.60
8922,4615.57,2.10,0.60
8923,3442.94,2.10,0.60
8924,4232.73,2.10,0.60
8925,3059.22,2.10,0.60
8926,2866.90,2.10,0.60
8927,3656.88,2.10,0.60
8928,3464.61,2.10,0.60
8929,4254.72,2.25,0.60
8930,3081.87,2.10,0.65
8931,1916.43,2.10,0.60
8932,2697.64,2.10,0.65
8933,2506.35,2.30,0.60
8934,2313.64,2.10,0.60
8935,2122.85,2.10,0.60
8936,1930.74,2.10,0.60
8937,2729.34,2.10,0.60
8938,2537.29,2.10,0.65
8939,2345.30,2.10,0.60
8940,2162.73,2.25,0.65
8941,2951.93,2.10,0.60
8942,2761.28,2.05,0.60
8943,4540.74,2.10,0.65
8944,3367.30,2.10,0.60
8945,3176.10,2.10,0.60
8946,3964.95,2.10,0.65
8947,2792.11,2.10,0.60
8948,3589.98,2.10,0.65
8949,3399.20,2.10,0.60
8950,4179.84,2.10,0.60
8951,3006.03,2.10,0.60
8952,1832.89,2.10,0.60
8953,4195.47,2.10,0.60
8954,5619.26,2.30,0.60
8955,5157.82,2.10,0.60
8956,3976.22,2.10,0.60
8957,2793.38,2.10,0.60
8958,4565.13,2.05,0.60
8959,3383.06,2.10,0.60
8960,3191.27,2.05,0.65
8961,3973.45,2.10,0.60
8962,1817.46,2.10,0.60
8963,2607.43,2.10,0.60
8964,2406.76,2.05,0.60
8965,2214.62,2.10,0.60
8966,2023.27,2.25,0.60
8967,1831.36,2.10,0.60
8968,2612.23,2.10,0.60
8969,2420.85,2.10,0.65
8970,2228.29,2.05,0.60
8971,2028.37,2.10,0.60
8972,3799.69,2.10,0.60
8973,2626.43,2.05,0.60
8974,4388.95,2.05,0.60
8975,3215.41,2.10,0.60
8976,4006.31,2.30,0.60
8977,2831.60,2.30,0.65
8978,4595.52,2.10,0.60
8979,3429.40,2.10,0.60
8980,4212.68,2.05,0.60
8981,3046.82,2.10,0.60
8982,2854.65,2.10,0.60
8983,4609.44,2.10,0.60
8984,3435.14,2.10,0.65
8985,4225.22,2.25,0.60
8986,3051.23,2.10,0.65
8987,3841.54,2.10,0.60
8988,4622.74,2.05,0.60
8989,3448.84,2.10,0.65
8990,3257.87,2.05,0.65
8991,3066.16,2.10,0.65
8992,1892.45,2.05,0.65
8993,2674.01,2.10,0.60
8994,2481.22,2.10,0.60
8995,2289.53,2.10,0.60
8996,2097.67,2.10,0.60
8997,1906.64,2.10,0.60
8998,2687.43,2.10,0.60
8999,2495.62,2.10,0.60
9000,2303.75,2.10,0.60
9001,2111.97,2.10,0.60
9002,3874.43,2.10,0.60
9003,4664.28,2.10,0.60
9004,3491.32,2.05,0.60
9005,3307.60,2.10,0.60
9006,3116.21,2.10,0.60
9007,3906.81,2.10,0.60
9008,4687.38,2.10,0.60
9009,3513.38,2.10,0.60
9010,3321.41,2.10,0.65
9011,4112.70,2.10,0.65
9012,2938.52,2.05,0.65
9013,2746.72,2.10,0.60
9014,4508.96,2.10,0.60
9015,3327.44,2.10,0.60
9016,4117.50,2.10,0.60
9017,2944.12,2.30,0.60
9018,2743.23,2.10,0.60
9019,4506.52,2.10,0.65
9020,3340.97,2.25,0.60
9021,4130.59,2.10,0.60
9022,1984.38,2.05,0.65
9023,1792.83,2.10,0.60
9024,2574.27,2.10,0.60
9025,2391.36,2.05,0.60
9026,2198.20,2.10,0.60
9027,2007.47,2.00,0.65
9028,1815.45,2.10,0.60
9029,2596.60,2.10,0.65
9030,2404.45,2.10,0.60
9031,2213.09,2.10,0.60
9032,3967.06,2.10,0.60
9033,2801.79,2.05,0.60
9034,3583.38,2.10,0.60
9035,2783.51,2.10,0.65
9036,3573.49,2.10,0.60
9037,2999.64,2.10,0.60
9038,3780.20,2.10,0.60
9039,3597.19,2.10,0.60
9040,4379.08,2.05,0.60
9041,3204.83,2.10,0.60
9042,3005.25,2.10,0.60
9043,3794.24,2.10,0.60
9044,4575.75,2.10,0.60
9045,3392.94,2.10,0.60
9046,3193.19,2.10,0.60
9047,3973.63,2.10,0.60
9048,2792.13,2.10,0.60
9049,3581.69,2.10,0.60
9050,3381.03,2.10,0.60
9051,4171.18,2.10,0.65
9052,2024.56,2.10,0.60
9053,1832.82,2.10,0.60
9054,2622.21,2.10,0.60
9055,2422.30,2.10,0.60
9056,2221.99,2.10,0.60
9057,2029.68,2.10,0.60
9058,1838.31,2.10,0.60
9059,2619.41,2.10,0.60
9060,2435.55,2.10,0.60
9061,2235.69,2.10,0.60
9062,4007.29,2.10,0.60
9063,2833.95,2.10,0.60
9064,4595.54,2.10,0.60
9065,3423.03,2.10,0.60
9066,4213.05,2.10,0.65
9067,3039.23,2.10,0.60
9068,2847.41,2.10,0.60
9069,4601.71,2.10,0.60
9070,3427.88,2.10,0.60
9071,4217.80,2.05,0.65
9072,3044.76,2.10,0.60
9073,3825.32,2.10,0.60
9074,4615.63,2.10,0.60
9075,3433.60,2.10,0.65
9076,3241.88,2.10,0.60
9077,3050.36,2.05,0.60
9078,3840.78,2.10,0.60
9079,4620.78,2.10,0.65
9080,3456.07,2.10,0.65
9081,3255.93,2.25,0.60
9082,2073.40,2.10,0.60
9083,1873.04,2.10,0.60
9084,2654.32,2.10,0.60
9085,2453.42,2.10,0.65
9086,2253.44,2.10,0.60
9087,2060.99,2.10,0.60
9088,1861.16,2.10,0.60
9089,2650.19,2.10,0.60
9090,2450.35,2.30,0.60
9091,2249.38,2.10,0.60
9092,4004.29,2.10,0.65
9093,2821.53,2.10,0.65
9094,4592.42,2.10,0.60
9095,3419.20,2.10,0.60
9096,3219.34,2.10,0.60
9097,4009.50,2.10,0.60
9098,2835.60,2.10,0.60
9099,3617.45,2.10,0.60
9100,3416.63,2.10,0.60
9101,4205.60,2.10,0.60
9102,3032.95,2.10,0.60
9103,1850.29,2.10,0.65
9104,3613.68,2.10,0.65
9105,4404.00,2.10,0.60
9106,3229.31,2.10,0.60
9107,4019.40,2.10,0.60
9108,2846.36,2.10,0.60
9109,4609.17,2.10,0.60
9110,3435.29,2.10,0.60
9111,4216.45,2.10,0.60
9112,2062.14,2.10,0.60
9113,1861.14,2.10,0.60
9114,2651.10,2.10,0.60
9115,2459.13,2.10,0.60
9116,2267.35,2.10,0.65
9117,2075.27,2.10,0.60
9118,1883.35,2.10,0.60
9119,2665.08,2.10,0.60
9120,2463.60,2.10,0.60
9121,2272.65,2.30,0.60
9122,4035.39,2.10,0.60
9123,3913.33,2.05,0.60
9124,4625.00,2.10,0.60
9125,3450.98,2.10,0.60
9126,3250.45,2.10,0.60
9127,4040.41,2.10,0.65
9128,2867.24,2.05,0.60
9129,3648.41,2.10,0.60
9130,3455.80,2.10,0.60
9131,4246.13,2.10,0.60
9132,3072.70,2.10,0.60
9133,2872.21,2.10,0.60
9134,4652.71,2.10,0.65
9135,3479.19,2.10,0.60
9136,4268.94,2.10,0.60
9137,3104.33,2.10,0.60
9138,2903.61,2.10,0.60
9139,4666.96,2.10,0.60
9140,3493.15,2.25,0.65
9141,4283.18,2.10,0.60
9142,3101.02,2.10,0.65
9143,1936.13,2.10,0.60
9144,2725.19,2.10,0.60
9145,2525.72,2.10,0.65
9146,2333.97,2.10,0.60
9147,2150.07,2.10,0.60
9148,1950.53,2.10,0.60
9149,2739.63,2.10,0.60
9150,2547.95,2.10,0.60
9151,2356.28,2.10,0.60
9152,2164.44,2.10,0.60
9153,3927.28,2.10,0.65
9154,2754.04,2.05,0.60
9155,4516.73,2.10,0.60
9156,3343.30,2.10,0.60
9157,4132.66,2.10,0.60
9158,2959.27,2.05,0.60
9159,2767.57,2.10,0.60
9160,4530.78,2.10,0.60
9161,3348.40,2.10,0.60
9162,4138.16,2.30,0.60
9163,2964.90,2.10,0.65
9164,2781.05,2.10,0.60
9165,3563.46,2.05,0.65
9166,3371.37,2.10,0.60
9167,4152.43,2.10,0.60
9168,2978.18,2.10,0.60
9169,1813.55,2.10,0.65
9170,6513.13,2.10,0.60
9171,5339.80,2.05,0.60
9172,4618.12,2.10,0.60
9173,2019.77,2.10,0.60
9174,1827.91,2.10,0.60
9175,2626.63,2.10,0.60
9176,2434.43,2.10,0.65
9177,2251.06,2.05,0.60
9178,2067.90,2.10,0.60
9179,1876.46,2.10,0.60
9180,2657.94,2.10,0.60
9181,2466.02,2.10,0.60
9182,2273.52,2.10,0.60
9183,4037.25,2.25,0.60
9184,3845.35,2.10,0.60
