ctrl_iteration,exec_time,malicious_wait_time
107,12799.30,7668.03
108,12799.30,7663.28
109,12799.30,7668.79
110,12799.25,7668.04
111,12799.30,7670.16
112,12799.30,7665.66
113,12799.30,7667.40
114,16699.25,7651.99
115,17699.30,7648.55
116,16699.30,7647.42
117,17699.30,7650.89
118,16699.30,7654.85
119,17699.30,7655.50
120,16699.30,7654.09
121,16699.30,7653.13
122,16699.30,7649.92
123,16699.30,7652.28
124,16999.25,7663.29
125,13499.30,7658.51
126,12799.30,7659.79
127,12799.30,7663.95
128,12799.30,7655.17
129,12699.30,7623.01
130,12799.30,7663.79
131,12799.25,7662.30
132,12799.25,7665.53
133,17699.30,7656.95
134,16799.30,7633.00
135,16599.30,7665.21
136,17699.30,7650.50
137,16699.30,7646.99
138,17099.30,7653.34
139,16299.25,7643.99
140,16699.30,7643.21
141,16699.25,7648.87
142,16899.30,7657.41
143,16399.25,7634.86
144,12799.30,7661.79
145,12799.30,7664.99
146,12799.25,7663.57
147,12799.30,7666.79
148,12799.30,7646.70
149,12699.30,7614.62
150,12799.30,7660.01
151,12799.30,7661.73
152,16699.30,7648.57
153,16699.30,7646.85
154,17699.30,7650.75
155,16699.30,7646.54
156,17099.30,7652.18
157,16299.30,7641.41
158,16699.25,7642.31
159,16699.30,7646.03
160,16999.30,7659.93
161,16399.30,7633.09
162,16699.25,7639.97
163,12799.25,7662.71
164,12799.30,7662.09
165,12799.30,7658.78
166,12799.25,7656.41
167,12799.25,7658.53
168,12799.25,7642.29
169,12799.30,7674.07
170,16699.30,7644.99
171,17699.25,7644.14
172,16699.30,7644.49
173,16699.30,7642.56
174,16699.25,7638.26
175,16699.30,7645.23
176,16699.25,7635.68
177,16699.30,7642.88
178,16999.30,7658.44
179,16399.30,7633.50
180,16699.30,7639.70
181,13699.30,7618.99
182,12799.30,7655.83
183,12799.25,7659.62
184,12799.30,7658.87
185,12799.30,7661.81
186,12799.30,7661.88
187,12799.25,7660.02
188,12799.30,7664.54
189,17699.30,7653.39
190,16699.25,7638.55
191,16699.30,7641.58
192,17099.30,7651.25
193,16299.30,7640.08
194,17699.30,7651.44
195,16699.25,7644.79
196,16999.25,7656.42
197,16399.30,7634.51
198,16699.30,7645.80
199,16699.30,7647.67
200,12799.30,7665.72
201,12799.30,7669.50
202,12799.30,7665.99
203,12799.25,7666.40
204,12799.30,7663.14
205,12799.30,7662.53
206,12799.25,7664.50
207,12799.30,7657.05
208,16699.30,7643.74
209,16699.30,7643.38
210,16699.30,7642.41
211,16699.30,7648.70
212,16699.25,7644.26
213,16699.30,7639.77
214,16699.30,7635.35
215,16999.30,7665.22
216,16399.30,7628.99
217,16699.30,7635.87
218,16699.30,7642.38
219,12799.30,7655.90
220,12799.30,7657.78
221,12799.30,7658.81
222,12799.30,7656.31
223,12799.30,7658.07
224,12799.30,7658.58
225,12799.30,7654.39
226,12799.30,7656.98
227,16699.30,7637.38
228,16699.30,7639.21
229,16699.30,7641.16
230,16699.30,7642.78
231,16699.30,7640.15
232,16699.30,7634.14
233,17699.30,7651.65
234,16999.30,7649.28
235,16399.30,7628.88
236,16699.25,7634.20
237,16699.30,7639.26
238,12799.30,7652.44
239,12799.25,7651.43
240,12799.30,7657.02
241,12799.30,7657.08
242,12799.30,7657.86
243,12799.30,7654.01
244,12799.30,7653.83
245,12799.30,7655.84
246,16699.30,7639.48
247,16699.30,7637.97
248,16699.30,7638.35
249,16699.30,7639.69
250,16699.30,7640.27
251,16699.25,7638.01
252,16699.30,7636.88
253,16999.30,7656.26
254,16399.30,7627.62
255,16699.30,7632.71
256,16699.25,7640.56
257,12799.25,7652.94
258,12799.25,7656.39
259,12799.30,7656.89
260,12799.30,7654.15
261,12799.30,7657.01
262,12799.30,7660.15
263,12799.30,7659.58
264,12799.30,7660.82
265,16699.30,7642.41
266,16699.30,7642.14
267,16699.30,7638.52
268,16699.25,7643.48
269,16699.25,7644.26
270,16699.30,7640.94
271,16699.30,7641.18
272,16999.30,7649.33
273,16399.25,7634.07
274,17699.30,7647.27
275,16699.25,7640.76
276,12799.30,7663.50
277,12799.30,7661.13
278,12799.30,7662.15
279,12799.25,7660.55
280,12799.30,7660.70
281,12799.30,7660.23
282,12799.30,7663.75
283,12799.25,7663.36
284,16699.30,7642.36
285,16699.30,7647.97
286,16699.30,7643.88
287,16699.30,7646.75
288,16699.30,7644.12
289,16699.30,7638.85
290,16699.30,7642.90
291,16999.25,7655.15
292,16399.30,7631.95
293,16699.25,7635.28
294,16699.30,7644.92
295,12799.25,7652.93
296,12799.30,7659.50
297,12799.30,7659.80
298,12799.25,7653.23
299,12799.25,7652.53
300,12799.30,7652.57
301,12799.30,7638.87
302,12699.30,7671.53
303,16699.30,7638.47
304,17699.30,7646.71
305,17199.30,7651.67
306,16199.30,7626.61
307,17699.30,7643.70
308,16699.30,7639.76
309,16999.30,7655.82
310,16399.30,7628.08
311,16699.30,7637.94
312,16699.30,7642.74
313,16999.30,7656.41
314,12499.30,7638.41
315,12799.30,7655.04
316,12799.30,7660.37
317,12899.25,7664.96
318,12799.30,7656.31
319,12799.30,7651.65
320,12799.30,7653.92
321,15699.30,7635.08
322,17699.25,7642.08
323,16699.30,7638.55
324,17699.30,7643.46
325,16699.30,7645.44
326,17699.25,7648.35
327,16699.30,7642.34
328,16699.30,7637.46
329,16699.30,7631.29
330,16699.25,7637.53
331,16999.30,7649.96
332,13499.30,7644.36
333,12799.30,7659.92
334,12799.30,7658.68
335,12799.30,7658.14
336,12799.30,7661.69
337,12799.30,7658.23
338,12799.30,7660.30
339,12799.30,7658.72
340,17699.25,7648.86
341,16899.25,7620.32
342,16599.25,7666.13
343,17699.30,7648.56
344,16699.30,7644.13
345,17099.30,7653.47
346,16299.30,7642.67
347,17699.30,7647.39
348,16699.25,7648.64
349,17699.30,7651.51
350,16699.30,7652.91
351,12799.30,7660.00
352,12799.30,7663.45
353,12799.25,7649.85
354,12699.30,7621.42
355,12799.30,7663.98
356,12799.30,7659.68
357,12799.25,7662.13
358,12799.25,7662.69
359,16799.30,7634.26
360,16599.30,7655.09
361,17699.30,7642.47
362,16699.30,7643.93
363,17699.30,7648.47
364,16699.30,7643.19
365,17699.30,7643.63
366,16699.25,7643.26
367,17699.25,7645.63
368,16699.25,7638.05
369,17699.30,7648.97
370,12799.30,7659.24
371,12799.25,7658.63
372,12799.30,7658.34
373,12799.25,7657.32
374,12799.30,7658.18
375,12799.25,7655.72
376,12799.30,7658.29
377,13799.30,7669.61
378,16699.25,7637.71
379,17699.30,7641.63
380,16699.30,7647.46
381,17699.30,7648.97
382,16699.30,7647.93
383,17699.25,7643.74
384,16699.25,7645.39
385,17699.30,7643.53
386,16699.30,7646.23
387,17699.25,7648.33
388,14799.30,7667.07
389,12699.30,7618.59
390,12799.30,7663.99
391,12799.30,7663.85
392,12799.30,7659.74
393,12799.30,7653.80
394,12799.30,7656.45
395,12799.30,7653.70
396,16699.30,7637.24
397,17699.30,7648.40
398,16699.25,7634.58
399,16699.25,7638.01
400,16699.30,7645.99
401,16699.30,7638.80
402,16699.30,7633.52
403,16699.25,7639.68
404,16999.30,7643.46
405,16399.30,7629.32
406,16699.30,7635.02
407,13799.30,7663.44
408,12799.30,7657.70
409,12799.25,7659.05
410,12799.25,7660.55
411,12799.25,7655.87
412,12799.30,7652.99
413,12799.30,7651.02
414,12799.30,7651.63
415,17699.30,7643.18
416,16699.30,7632.90
417,16699.30,7639.10
418,17099.30,7645.13
419,16299.25,7628.79
420,17699.30,7640.93
421,16699.30,7634.53
422,16999.30,7650.79
423,16399.25,7629.91
424,16699.25,7638.78
425,16699.30,7639.04
426,12799.30,7655.68
427,12799.25,7657.69
428,12799.30,7655.81
429,12799.30,7655.62
430,12799.30,7656.54
431,12799.30,7657.56
432,12799.25,7660.63
433,12799.30,7657.20
434,16699.30,7642.12
435,16699.30,7644.31
436,16699.30,7640.31
437,16699.30,7646.77
438,16699.30,7643.39
439,16699.30,7635.88
440,17699.30,7648.00
441,16999.30,7655.40
442,16399.30,7630.10
443,16699.25,7634.82
444,16699.25,7644.51
445,12799.30,7642.27
446,12799.25,7677.07
447,12799.25,7663.27
448,12799.30,7662.67
449,12799.30,7663.99
450,12799.30,7661.61
451,12799.30,7659.61
452,12799.30,7665.62
453,16699.30,7648.57
454,16699.25,7648.14
455,16699.30,7646.25
456,16699.30,7649.53
457,16699.30,7643.30
458,16699.25,7639.75
459,17699.30,7649.61
460,16999.30,7655.70
461,16399.30,7632.92
462,16699.30,7639.91
463,16699.30,7644.78
464,12799.25,7660.36
465,12799.30,7658.75
466,12799.30,7664.28
467,12799.25,7661.93
468,12799.30,7662.79
469,12799.30,7661.84
470,12799.30,7656.93
471,12799.25,7661.32
472,16699.30,7642.82
473,16699.30,7647.35
474,16699.25,7646.36
475,16699.30,7651.98
476,16699.30,7647.33
477,16699.30,7643.35
478,16699.30,7648.98
479,16999.30,7638.65
480,16399.30,7664.86
481,16699.30,7641.36
482,16699.30,7650.36
483,12799.30,7656.25
484,12799.30,7657.73
485,12799.30,7659.81
486,12799.30,7665.61
487,12799.30,7662.24
488,12799.30,7662.05
489,12799.30,7661.14
490,12799.30,7659.64
491,16699.30,7639.81
492,16699.30,7643.58
493,16699.30,7644.07
494,16699.30,7645.74
495,16699.30,7642.37
496,16699.30,7640.45
497,16699.25,7640.99
498,17099.30,7663.13
499,16299.30,7623.54
500,16699.30,7639.61
501,16699.30,7644.82
502,12799.30,7660.78
503,12799.30,7663.37
504,12799.30,7664.27
505,12799.30,7659.16
506,12799.25,7656.99
507,12799.25,7662.87
508,12799.30,7663.88
509,12799.30,7661.68
510,16699.30,7642.74
511,16699.30,7643.71
512,16699.30,7636.94
513,16699.30,7645.04
514,16699.25,7636.98
515,16699.30,7635.61
516,16699.30,7636.91
517,16999.30,7655.36
518,16399.30,7630.88
519,16699.30,7638.00
520,16699.30,7644.72
521,12799.25,7659.54
522,12799.30,7658.66
523,12799.30,7660.69
524,12799.30,7659.56
525,12799.30,7655.25
526,12799.30,7656.19
527,12799.30,7656.54
528,12799.25,7660.04
529,16699.25,7644.09
530,16699.30,7644.26
531,16699.30,7642.45
532,16699.25,7647.97
533,16699.30,7645.92
534,16699.30,7638.73
535,17699.30,7649.78
536,16999.30,7655.18
537,16399.30,7628.01
538,16699.30,7639.32
539,16699.25,7646.19
540,12799.30,7664.05
541,12799.30,7664.00
542,12799.25,7663.58
543,12799.30,7658.99
544,12799.30,7660.67
545,12799.30,7666.25
546,12799.30,7663.97
547,12799.30,7665.08
548,16699.25,7646.82
549,16699.30,7644.54
550,16699.25,7645.69
551,16699.30,7648.59
552,16699.25,7635.89
553,16699.25,7654.07
554,17699.25,7654.45
555,16999.30,7659.94
556,16399.25,7640.11
557,16699.30,7643.24
558,16699.25,7636.54
559,12799.25,7618.43
560,12799.30,7669.29
561,12799.30,7662.71
562,12799.30,7659.68
563,12799.30,7663.27
564,12799.30,7662.36
565,12799.25,7658.57
566,12799.30,7659.63
567,16699.30,7644.05
568,16699.30,7646.11
569,16699.30,7646.49
570,16699.30,7649.06
571,16699.30,7646.01
572,16699.25,7639.47
573,17699.30,7653.59
574,16999.30,7658.13
575,16399.30,7634.18
576,16699.30,7640.84
577,16699.30,7646.68
578,12799.30,7646.12
579,12799.30,7615.67
580,12799.30,7662.95
581,12799.30,7661.76
582,12799.25,7661.08
583,12799.30,7661.57
584,12799.30,7661.83
585,12799.30,7666.56
586,16699.30,7648.59
587,16699.30,7647.04
588,17099.25,7654.70
589,16299.30,7641.24
590,17699.30,7650.98
591,16699.25,7637.20
592,16999.30,7630.76
593,16399.30,7655.40
594,16699.30,7633.79
595,16699.30,7641.81
596,17099.30,7626.71
597,12299.30,7619.19
598,12799.30,7664.95
599,12799.30,7664.68
600,12799.30,7660.41
601,12799.30,7653.53
602,12799.30,7655.69
603,12799.30,7658.78
604,15699.30,7639.51
605,17699.30,7648.62
606,16699.30,7647.56
607,17699.30,7646.33
608,16699.25,7648.37
609,17699.25,7646.52
610,16699.30,7645.94
611,17699.25,7651.66
612,16699.30,7648.72
613,17699.30,7649.07
614,16699.25,7646.17
615,12799.30,7655.14
616,12799.25,7656.75
617,12799.25,7659.60
618,12799.30,7643.55
619,12799.30,7669.81
620,12799.30,7657.50
621,12799.25,7659.76
622,12799.30,7654.33
623,16799.30,7649.13
624,16599.25,7643.67
625,17699.30,7638.50
626,17699.30,7656.00
627,17099.30,7651.41
628,16399.30,7651.45
629,16599.30,7627.15
630,16699.30,7641.87
631,16999.30,7627.24
632,16399.30,7652.47
633,16699.30,7638.75
634,12799.30,7660.56
635,12799.30,7660.76
636,12799.30,7661.72
637,12799.30,7657.41
638,12799.25,7660.07
639,12799.30,7658.00
640,12799.30,7659.14
641,16699.30,7648.10
642,17699.25,7646.24
643,16699.25,7637.06
644,17099.25,7648.88
645,16299.30,7634.99
646,17699.25,7645.13
647,16699.30,7633.82
648,16999.30,7653.08
649,16399.30,7625.81
650,16699.30,7633.91
651,16699.30,7642.95
652,12799.30,7655.35
653,12799.30,7655.62
654,12799.30,7656.48
655,12799.25,7656.80
656,12799.30,7661.31
657,12799.30,7659.76
658,12799.30,7660.61
659,12799.30,7661.34
660,16699.30,7641.30
661,16699.30,7643.47
662,17099.30,7651.46
663,16299.30,7634.33
664,17699.30,7645.40
665,16699.30,7641.85
666,16699.30,7645.83
667,16699.30,7647.46
668,16699.30,7648.18
669,16699.30,7642.11
670,16699.30,7642.35
671,12799.25,7660.19
672,12799.25,7658.13
673,12799.30,7659.33
674,12799.30,7659.37
675,12799.30,7661.21
676,12799.25,7659.73
677,12799.25,7659.00
678,12799.30,7660.12
679,16699.30,7642.40
680,16699.25,7638.69
681,17099.30,7649.11
682,16299.25,7632.52
683,17699.30,7643.30
684,16699.30,7639.11
685,16999.30,7658.95
686,16399.30,7630.57
687,16699.30,7638.57
688,16699.30,7643.33
689,16999.30,7654.50
690,12499.30,7638.76
691,12799.30,7662.57
692,12799.30,7658.58
693,12799.30,7657.70
694,12799.30,7654.49
695,12799.30,7661.12
696,12799.30,7659.93
697,15699.30,7640.17
698,17699.30,7650.28
699,16699.25,7646.19
700,17699.30,7651.31
701,16699.30,7647.58
702,17699.30,7649.02
703,16699.30,7648.25
704,17699.30,7648.12
705,16699.30,7648.04
706,17699.30,7650.12
707,16699.30,7644.21
708,12799.25,7654.83
709,12799.30,7656.59
710,12799.25,7658.04
711,12799.25,7662.06
712,12799.25,7661.36
713,12799.25,7657.23
714,12799.30,7656.13
715,12799.30,7658.65
716,16799.30,7632.86
717,16599.30,7657.57
718,17699.30,7653.55
719,16699.30,7644.14
720,17099.25,7651.03
721,16299.30,7636.96
722,16699.30,7637.37
723,16699.30,7639.77
724,16999.30,7631.87
725,16399.30,7658.64
726,16699.30,7638.01
727,12799.25,7663.67
728,12799.30,7663.82
729,12799.30,7661.49
730,12799.25,7660.84
731,12799.25,7658.51
732,12799.30,7659.53
733,12799.30,7663.61
734,16699.25,7650.22
735,17699.25,7648.24
736,16699.30,7639.32
737,17099.30,7646.86
738,16299.30,7637.92
739,17699.25,7648.90
740,16699.30,7641.17
741,16999.30,7656.25
742,16399.25,7633.36
743,16699.30,7628.18
744,16699.30,7656.53
745,12799.30,7664.85
746,12799.25,7661.93
747,12799.30,7662.23
748,12799.30,7661.00
749,12799.25,7662.75
750,12799.25,7660.43
751,12799.30,7657.65
752,12799.30,7658.50
753,16699.30,7640.32
754,16699.30,7635.93
755,17099.30,7644.34
756,16299.30,7633.14
757,17699.30,7641.73
758,16699.30,7636.37
759,16999.30,7652.03
760,16399.25,7621.33
761,16699.30,7635.98
762,16699.25,7642.84
763,16999.30,7653.72
764,12499.30,7640.17
765,12799.30,7659.98
766,12799.30,7656.23
767,12799.30,7660.31
768,12799.30,7658.56
769,12799.30,7660.57
770,12799.30,7659.80
771,15699.25,7639.67
772,17699.30,7644.08
773,16699.30,7644.31
774,17699.30,7647.19
775,16699.30,7644.69
776,17699.30,7651.36
777,16699.30,7648.58
778,17699.30,7647.46
779,16699.30,7641.93
780,17699.25,7645.30
781,16699.25,7645.12
782,12799.30,7653.56
783,12799.25,7660.51
784,12799.30,7659.38
785,12799.25,7660.39
786,12799.25,7658.30
787,12799.25,7657.01
788,12799.25,7660.08
789,12799.30,7662.94
790,16799.30,7643.20
791,16599.30,7643.05
792,17699.30,7645.27
793,16699.25,7636.79
794,17099.25,7641.86
795,16299.30,7638.06
796,16699.25,7625.78
797,16699.30,7650.90
798,16999.30,7653.34
799,16399.30,7627.78
800,16699.30,7631.80
801,12799.30,7653.81
802,12799.30,7655.21
803,12799.30,7651.51
804,12799.30,7654.60
805,12799.30,7655.61
806,12799.30,7659.37
807,12799.30,7661.29
808,16699.25,7649.20
809,17699.25,7651.51
810,17699.30,7651.21
811,17099.30,7651.15
812,16299.25,7635.25
813,17699.30,7650.23
814,16699.30,7641.43
815,16999.30,7656.60
816,16399.30,7628.57
817,16699.25,7635.82
818,16699.30,7641.41
819,12799.30,7654.41
820,12799.30,7658.22
821,12799.30,7658.59
822,12799.25,7659.52
823,12799.25,7656.70
824,12799.30,7654.86
825,12799.25,7655.91
826,12799.30,7657.89
827,16699.30,7642.08
828,16699.30,7643.75
829,17099.25,7648.91
830,16299.30,7637.01
831,17699.30,7642.41
832,16699.25,7639.19
833,16999.25,7653.35
834,16399.25,7628.60
835,16699.30,7632.31
836,16699.30,7642.73
837,16999.30,7658.22
838,12499.30,7638.58
839,12799.25,7655.51
840,12799.30,7657.20
841,12799.30,7658.33
842,12799.30,7656.37
843,12799.30,7660.06
844,12799.30,7659.20
845,15699.30,7636.98
846,17699.25,7647.48
847,16699.30,7647.06
848,17699.30,7647.08
849,16699.30,7634.16
850,17699.30,7651.29
851,16699.30,7635.78
852,17699.30,7639.41
853,16699.25,7641.47
854,17699.30,7643.54
855,16699.30,7642.99
856,12799.25,7649.62
857,12799.30,7651.27
858,12799.25,7655.71
859,12799.25,7658.72
860,12799.30,7658.17
861,12799.30,7656.57
862,12799.30,7656.44
863,12799.25,7655.81
864,16799.30,7638.24
865,16599.30,7642.69
866,17699.30,7646.85
867,16699.30,7639.70
868,17099.25,7645.28
869,16299.30,7633.79
870,16699.30,7634.44
871,16699.30,7641.37
872,16999.30,7656.44
873,16399.30,7628.72
874,16699.25,7636.98
875,12799.30,7658.27
876,12799.30,7657.10
877,12799.30,7660.98
878,12799.30,7654.94
879,12799.30,7656.97
880,12799.30,7656.12
881,12799.30,7657.05
882,16699.30,7646.92
883,17699.30,7645.60
884,16699.30,7640.41
885,17099.30,7646.34
886,16299.30,7635.50
887,17699.30,7645.12
888,16699.25,7633.71
889,16999.30,7652.91
890,16399.30,7621.16
891,16699.30,7632.94
892,16699.30,7639.50
893,12799.30,7655.55
894,12799.25,7658.98
895,12799.30,7652.07
896,12799.30,7656.07
897,12799.30,7655.26
898,12799.25,7656.86
899,12799.25,7658.86
900,12799.30,7660.36
901,16699.30,7641.18
902,16699.25,7630.99
903,17099.30,7650.94
904,16299.30,7640.67
905,17699.25,7641.59
906,16699.30,7639.71
907,16999.25,7655.24
908,16399.30,7665.37
909,16699.30,7644.51
910,16699.30,7641.97
911,16999.30,7655.96
912,12499.25,7639.80
913,12799.25,7663.65
914,12799.30,7660.67
915,12799.30,7645.96
916,12799.30,7611.89
917,12799.30,7656.76
918,12799.30,7654.09
919,15699.30,7632.82
920,17699.25,7640.25
921,16699.25,7635.91
922,17099.30,7626.36
923,16299.25,7654.83
924,17699.25,7643.36
925,16699.30,7636.17
926,16699.30,7638.98
927,16699.30,7642.79
928,16699.30,7634.80
929,16699.25,7631.83
930,13799.30,7665.81
931,12799.30,7656.45
932,12799.30,7657.15
933,12799.30,7658.21
934,12799.25,7656.93
935,12799.30,7642.29
936,12799.30,7612.66
937,12799.25,7659.62
938,17099.30,7653.09
939,16299.25,7627.39
940,17699.30,7645.14
941,16699.25,7640.20
942,17099.25,7642.26
943,16299.30,7641.44
944,17699.30,7642.15
945,16699.30,7643.88
946,17699.30,7642.11
947,16699.30,7642.23
948,17699.30,7646.48
949,12799.30,7658.21
950,12799.30,7657.92
951,12799.30,7655.33
952,12799.30,7658.68
953,12799.30,7657.26
954,12799.30,7658.33
955,12799.30,7656.33
956,13799.30,7670.79
957,16699.30,7638.38
958,17699.30,7644.58
959,16699.25,7636.98
960,17099.30,7645.59
961,16299.30,7635.89
962,17699.30,7648.92
963,16699.30,7641.96
964,17699.30,7644.73
965,16699.30,7645.41
966,17699.30,7648.07
967,14799.30,7664.19
968,12699.30,7616.50
969,12799.30,7659.50
970,12799.25,7665.47
971,12799.25,7660.80
972,12799.30,7661.68
973,12799.30,7660.68
974,12799.30,7662.16
975,16699.30,7643.01
976,17099.25,7650.85
977,16299.30,7641.54
978,17699.25,7650.89
979,16699.30,7644.00
980,17099.25,7650.12
981,16299.25,7637.88
982,16699.30,7637.62
983,16699.30,7634.15
984,16999.25,7655.95
985,16399.30,7627.20
986,12799.30,7651.79
987,12799.30,7644.20
988,12799.30,7671.62
989,12799.25,7659.24
990,12799.30,7663.00
991,12799.30,7661.31
992,12799.30,7661.73
993,12799.30,7660.32
994,16699.30,7648.71
995,16699.30,7639.36
996,16699.30,7638.78
997,16699.30,7641.27
998,17099.25,7647.12
999,16299.25,7638.89
1000,16699.25,7639.15
1001,16699.30,7646.59
1002,16999.30,7661.47
1003,16399.30,7633.37
1004,16699.30,7643.06
1005,12799.25,7663.20
1006,12799.30,7664.84
1007,12799.30,7661.47
1008,12799.25,7664.98
1009,12799.30,7661.86
1010,12799.30,7664.45
1011,12799.25,7660.96
1012,16699.25,7649.07
1013,16699.30,7638.03
1014,16699.30,7641.67
1015,17099.30,7650.06
1016,16299.30,7638.40
1017,17699.30,7646.19
1018,16699.30,7642.67
1019,16999.30,7656.20
1020,16399.30,7628.18
1021,16699.30,7637.30
1022,16699.30,7642.02
1023,12799.30,7653.65
1024,12799.30,7658.79
1025,12799.30,7654.76
1026,12799.30,7657.95
1027,12799.30,7649.64
1028,12799.30,7653.44
1029,12799.30,7655.49
1030,12799.30,7655.77
1031,16699.30,7635.89
1032,16699.30,7634.19
1033,17099.30,7644.64
1034,16299.30,7631.27
1035,17699.30,7642.19
1036,16699.30,7636.87
1037,16999.30,7650.21
1038,16399.30,7629.04
1039,16699.25,7635.32
1040,16699.25,7641.19
1041,16999.25,7658.11
1042,12499.30,7637.67
1043,12799.25,7655.21
1044,12799.30,7658.53
1045,12799.30,7659.09
1046,12799.30,7661.82
1047,12799.30,7659.20
1048,12799.30,7657.48
1049,15699.30,7634.90
1050,17699.30,7645.81
1051,16699.25,7636.23
1052,17099.30,7648.51
1053,16299.30,7631.71
1054,17699.25,7643.97
1055,16699.30,7640.67
1056,16699.25,7636.57
1057,16699.25,7638.03
1058,16699.30,7636.72
1059,16699.30,7634.81
1060,13799.30,7661.89
1061,12799.30,7657.45
1062,12799.30,7654.14
1063,12799.25,7655.07
1064,12799.25,7657.10
1065,12799.30,7654.47
1066,12799.30,7652.25
1067,12799.25,7651.55
1068,17699.30,7643.70
1069,16699.30,7631.64
1070,16699.30,7634.67
1071,16699.30,7636.91
1072,16699.25,7632.26
1073,16699.25,7630.74
1074,17699.25,7642.31
1075,16699.30,7629.06
1076,16699.30,7640.22
1077,16999.30,7649.80
1078,16399.30,7625.04
1079,12799.30,7647.94
1080,12799.30,7656.70
1081,12799.30,7653.91
1082,12799.30,7656.17
1083,12799.30,7655.45
1084,12799.30,7657.66
1085,12799.30,7656.89
1086,12799.30,7657.31
1087,16699.30,7644.31
1088,16699.30,7638.69
1089,16699.30,7630.85
1090,16699.30,7637.16
1091,17099.30,7642.65
1092,16299.30,7631.42
1093,16699.30,7637.86
1094,16699.30,7641.00
1095,17699.30,7642.53
1096,16699.30,7639.88
1097,17699.30,7639.35
1098,12799.30,7651.61
1099,12799.25,7652.60
1100,12799.30,7652.82
1101,12799.30,7655.03
1102,12799.30,7657.23
1103,12799.30,7652.58
1104,12799.30,7653.39
1105,13799.30,7672.01
1106,16699.30,7640.38
1107,17699.25,7644.39
1108,16699.30,7639.81
1109,17099.30,7646.15
1110,16299.25,7631.45
1111,17699.30,7645.93
1112,16699.30,7637.72
1113,16999.30,7629.15
1114,16399.30,7652.11
1115,16699.30,7634.27
1116,13799.30,7666.40
1117,12799.30,7657.92
1118,12799.30,7657.30
1119,12799.30,7657.12
1120,12799.30,7658.82
1121,12799.30,7657.20
1122,12799.25,7657.06
1123,12799.25,7653.06
1124,16999.30,7666.03
1125,16399.25,7658.72
1126,17699.30,7644.60
1127,17699.30,7650.14
1128,17099.30,7646.25
1129,16299.30,7644.67
1130,17699.30,7651.51
1131,16699.30,7646.41
1132,17699.30,7649.81
1133,16699.30,7643.71
1134,17699.30,7647.29
1135,12799.30,7656.28
1136,12799.30,7659.99
1137,12799.30,7659.85
1138,12799.30,7656.30
1139,12799.25,7654.45
1140,12799.25,7651.39
1141,12799.30,7658.11
1142,13799.30,7668.64
1143,16699.30,7636.08
1144,17699.30,7644.54
1145,16699.30,7635.99
1146,17099.30,7632.74
1147,16299.30,7646.75
1148,17699.30,7645.99
1149,16699.25,7638.09
