ctrl_iteration,exec_time,tau_i,tau_o
2953,4118.11,1.25,0.45
2954,2953.47,1.25,0.45
2955,1788.25,1.20,0.45
2956,6505.39,1.20,0.45
2957,5349.36,1.25,0.45
2958,4679.34,1.25,0.45
2959,3991.74,1.20,0.45
2960,2826.79,1.25,0.45
2961,3747.03,1.20,0.45
2962,4424.43,1.25,0.45
2963,3259.61,1.20,0.45
2964,4058.26,1.25,0.45
2965,2893.40,1.20,0.50
2966,1738.00,1.25,0.45
2967,2536.54,1.25,0.45
2968,2352.65,1.25,0.50
2969,2169.74,1.25,0.45
2970,1986.46,1.25,0.45
2971,1812.30,1.25,0.45
2972,2610.91,1.25,0.45
2973,2427.05,1.25,0.45
2974,2244.36,1.25,0.45
2975,2061.28,1.25,0.45
2976,3841.49,1.25,0.50
2977,3657.71,1.25,0.45
2978,4466.02,1.25,0.45
2979,3300.63,1.25,0.45
2980,2144.97,1.25,0.45
2981,3924.54,1.25,0.45
2982,2759.83,1.25,0.45
2983,4531.40,1.25,0.45
2984,3376.09,1.25,0.45
2985,4173.93,1.25,0.45
2986,3009.49,1.25,0.45
2987,2835.22,1.20,0.45
2988,2651.53,1.25,0.45
2989,3841.86,1.25,0.45
2990,3259.24,1.25,0.45
2991,4056.85,1.30,0.45
2992,2892.09,1.25,0.45
2993,3690.88,1.20,0.50
2994,4489.59,1.30,0.45
2995,2352.05,1.20,0.45
2996,2176.59,1.30,0.45
2997,1993.85,1.25,0.45
2998,1811.00,1.25,0.45
2999,2600.93,1.25,0.45
3000,2417.90,1.25,0.45
3001,2234.93,1.25,0.45
3002,2051.13,1.25,0.45
3003,1859.66,1.30,0.50
3004,1798.38,1.25,0.45
3005,4429.69,1.25,0.45
3006,3273.90,1.30,0.45
3007,2265.34,1.25,0.45
3008,3288.90,1.25,0.45
3009,2715.78,1.25,0.45
3010,4504.36,1.20,0.50
3011,3340.00,1.25,0.45
3012,4138.41,1.25,0.45
3013,2973.28,1.25,0.45
3014,2790.22,1.25,0.45
3015,4561.56,1.25,0.45
3016,3396.55,1.20,0.45
3017,4204.07,1.25,0.45
3018,3039.96,1.20,0.45
3019,3838.39,1.20,0.45
3020,2672.83,1.20,0.45
3021,4472.13,1.30,0.45
3022,3305.78,1.25,0.45
3023,3122.98,1.20,0.50
3024,1966.41,1.20,0.45
3025,1775.68,1.25,0.45
3026,2573.06,1.25,0.45
3027,2390.55,1.25,0.45
3028,2198.55,1.25,0.45
3029,2015.85,1.25,0.45
3030,1823.69,1.25,0.45
3031,2621.69,1.25,0.45
3032,2439.04,1.25,0.45
3033,2247.61,1.25,0.45
3034,4018.90,1.25,0.45
3035,2854.22,1.25,0.45
3036,2679.23,1.25,0.50
3037,3478.15,1.25,0.45
3038,3286.17,1.25,0.45
3039,4084.28,1.25,0.45
3040,2919.67,1.25,0.45
3041,1755.23,1.25,0.45
3042,6472.11,1.25,0.45
3043,5307.37,1.25,0.45
3044,5116.04,1.25,0.45
3045,3950.66,1.25,0.45
3046,2785.10,1.25,0.45
3047,4566.05,1.25,0.45
3048,3392.85,1.25,0.45
3049,3209.56,1.25,0.45
3050,4007.11,1.20,0.45
3051,2834.70,1.25,0.45
3052,4597.20,1.25,0.45
3053,2451.05,1.25,0.45
3054,2267.62,1.25,0.45
3055,2075.94,1.25,0.45
3056,1884.16,1.25,0.45
3057,1700.74,1.25,0.45
3058,2499.38,1.25,0.45
3059,2316.18,1.25,0.45
3060,2133.27,1.20,0.45
3061,1950.10,1.20,0.45
3062,1766.90,1.25,0.45
3063,4519.61,1.25,0.45
3064,3355.76,1.25,0.45
3065,3172.55,1.25,0.45
3066,3970.88,1.20,0.45
3067,2805.52,1.25,0.45
3068,4682.45,1.25,0.45
3069,3517.65,1.25,0.45
3070,2361.21,1.25,0.45
3071,4141.66,1.25,0.45
3072,2976.41,1.25,0.45
3073,3774.76,1.25,0.45
3074,2618.98,1.25,0.45
3075,4398.47,1.25,0.45
3076,3234.07,1.20,0.45
3077,4032.72,1.25,0.45
3078,2867.97,1.20,0.45
3079,3666.33,1.20,0.45
3080,3483.41,1.25,0.45
3081,4281.59,1.20,0.45
3082,3116.76,1.25,0.45
3083,1951.90,1.25,0.45
3084,1881.78,1.25,0.45
3085,2559.27,1.20,0.45
3086,2376.07,1.20,0.45
3087,2192.29,1.25,0.45
3088,2009.63,1.20,0.45
3089,1817.45,1.20,0.45
3090,2616.48,1.30,0.45
3091,2424.62,1.20,0.45
3092,2241.47,1.25,0.45
3093,3031.39,1.25,0.45
3094,2839.67,1.25,0.45
3095,4619.43,1.25,0.45
3096,3455.25,1.25,0.45
3097,3262.68,1.25,0.45
3098,4053.52,1.25,0.45
3099,2887.77,1.25,0.45
3100,3678.63,1.25,0.45
3101,3494.54,1.25,0.45
3102,4302.14,1.20,0.45
3103,3138.03,1.25,0.45
3104,1972.69,1.25,0.45
3105,3752.49,1.25,0.50
3106,4560.48,1.25,0.45
3107,3395.57,1.25,0.50
3108,4194.03,1.20,0.45
3109,3028.99,1.25,0.50
3110,2845.33,1.25,0.45
3111,4617.56,1.30,0.45
3112,3452.39,1.30,0.45
3113,4242.80,1.20,0.45
3114,2105.04,1.25,0.45
3115,1921.73,1.25,0.45
3116,2711.60,1.25,0.45
3117,2528.27,1.25,0.45
3118,2345.49,1.25,0.45
3119,2170.82,1.20,0.50
3120,1987.24,1.25,0.45
3121,1830.84,1.25,0.45
3122,2611.46,1.20,0.45
3123,2428.43,1.25,0.45
3124,4200.44,1.25,0.45
3125,3035.47,1.25,0.45
3126,2027.52,1.25,0.45
3127,3667.78,1.25,0.45
3128,3493.78,1.25,0.45
3129,4292.09,1.25,0.45
3130,3136.39,1.25,0.45
3131,1980.05,1.25,0.45
3132,3751.68,1.20,0.45
3133,4550.19,1.25,0.45
3134,3385.17,1.25,0.50
3135,2220.78,1.25,0.50
3136,4000.68,1.25,0.45
3137,2836.39,1.25,0.45
3138,3626.12,1.25,0.45
3139,4425.16,1.20,0.45
3140,3259.20,1.20,0.45
3141,3067.75,1.25,0.45
3142,3866.33,1.25,0.45
3143,4664.92,1.25,0.45
3144,2527.33,1.25,0.45
3145,2344.33,1.25,0.45
3146,2169.33,1.20,0.45
3147,1986.89,1.20,0.45
3148,1803.34,1.25,0.45
3149,2602.16,1.25,0.45
3150,2419.52,1.25,0.50
3151,2261.19,1.25,0.45
3152,2061.29,1.25,0.45
3153,1877.78,1.20,0.45
3154,4640.04,1.25,0.45
3155,4457.34,1.25,0.45
3156,4273.19,1.20,0.45
3157,3109.48,1.25,0.45
3158,2926.51,1.25,0.45
3159,4697.56,1.25,0.45
3160,3532.34,1.25,0.45
3161,4322.85,1.25,0.45
3162,3157.79,1.25,0.50
3163,3947.67,1.25,0.45
3164,2781.96,1.25,0.45
3165,4562.93,1.25,0.45
3166,3397.86,1.20,0.45
3167,3197.50,1.20,0.50
3168,3996.07,1.25,0.45
3169,2822.73,1.25,0.50
3170,3612.73,1.20,0.45
3171,3447.29,1.25,0.45
3172,4219.13,1.20,0.45
3173,3046.10,1.25,0.45
3174,1881.24,1.25,0.50
3175,2671.09,1.25,0.45
3176,2488.06,1.25,0.45
3177,2295.97,1.20,0.45
3178,2104.77,1.25,0.45
3179,1912.14,1.25,0.45
3180,2702.44,1.20,0.45
3181,2518.96,1.25,0.45
3182,2336.33,1.25,0.45
3183,2144.67,1.25,0.45
3184,2933.93,1.20,0.45
3185,2741.48,1.25,0.45
3186,4513.68,1.25,0.45
3187,3340.37,1.25,0.45
3188,3157.30,1.25,0.45
3189,3956.50,1.25,0.45
3190,2781.95,1.25,0.45
3191,3598.07,1.25,0.45
3192,3388.95,1.25,0.45
3193,4187.15,1.25,0.50
3194,3013.91,1.20,0.45
3195,1849.24,1.20,0.45
3196,4238.13,1.25,0.45
3197,5661.94,1.25,0.45
3198,5209.85,1.25,0.45
3199,4044.86,1.25,0.45
3200,2879.89,1.25,0.45
3201,4677.02,1.20,0.45
3202,3494.96,1.25,0.45
3203,3303.82,1.25,0.50
3204,4101.22,1.25,0.45
3205,1946.65,1.25,0.45
3206,2736.34,1.25,0.45
3207,2544.38,1.25,0.45
3208,2352.95,1.25,0.45
3209,2160.74,1.25,0.45
3210,1960.90,1.25,0.45
3211,1891.00,1.25,0.45
3212,2558.60,1.25,0.45
3213,2358.80,1.25,0.45
3214,2165.85,1.25,0.45
3215,3929.25,1.25,0.45
3216,2755.95,1.25,0.45
3217,4518.71,1.25,0.45
3218,3345.56,1.20,0.45
3219,4135.03,1.25,0.45
3220,2962.33,1.35,0.45
3221,2760.90,1.25,0.45
3222,4515.44,1.25,0.45
3223,3341.05,1.25,0.45
3224,4114.62,1.25,0.45
3225,2931.79,1.20,0.45
3226,3834.79,1.25,0.50
3227,4511.72,1.20,0.50
3228,3320.73,1.25,0.45
3229,3137.75,1.25,0.45
3230,2937.28,1.25,0.45
3231,4726.71,1.25,0.45
3232,3526.68,1.25,0.45
3233,4316.87,1.25,0.45
3234,2178.95,1.25,0.50
3235,1987.34,1.30,0.45
3236,1794.68,1.25,0.45
3237,2593.78,1.20,0.45
3238,2401.63,1.25,0.45
3239,2201.41,1.25,0.45
3240,2009.82,1.25,0.45
3241,1817.98,1.25,0.45
3242,2607.41,1.25,0.45
3243,2416.17,1.25,0.45
3244,4169.64,1.25,0.45
3245,2996.51,1.25,0.45
3246,1970.66,1.25,0.45
3247,3603.39,1.25,0.45
3248,3411.89,1.25,0.45
3249,4201.83,1.20,0.45
3250,3036.26,1.25,0.45
3251,1862.44,1.25,0.45
3252,3634.57,1.25,0.45
3253,4424.20,1.25,0.45
3254,3251.36,1.20,0.45
3255,4040.77,1.20,0.50
3256,2876.36,1.20,0.45
3257,4647.13,1.20,0.45
3258,3473.53,1.25,0.45
3259,4263.36,1.25,0.45
3260,3090.12,1.25,0.50
3261,2907.48,1.20,0.50
3262,4670.20,1.20,0.45
3263,3505.16,1.25,0.45
3264,2339.80,1.20,0.45
3265,2157.52,1.25,0.45
3266,1965.50,1.25,0.45
3267,1904.29,1.25,0.45
3268,2580.52,1.20,0.45
3269,2389.38,1.20,0.45
3270,2205.77,1.20,0.45
3271,2022.48,1.25,0.45
3272,1839.49,1.25,0.45
3273,2629.91,1.25,0.45
3274,4401.06,1.25,0.45
3275,4218.37,1.25,0.45
3276,4034.32,1.25,0.45
3277,2870.07,1.25,0.45
3278,4640.81,1.25,0.45
3279,3476.64,1.25,0.45
3280,3303.46,1.20,0.45
3281,3118.76,1.20,0.50
3282,3909.01,1.20,0.45
3283,2735.41,1.20,0.45
3284,3534.36,1.25,0.45
3285,3342.18,1.25,0.45
3286,4141.59,1.25,0.45
3287,2967.52,1.25,0.45
3288,1802.82,1.25,0.45
3289,6511.25,1.20,0.45
3290,5337.33,1.20,0.45
3291,4476.25,1.20,0.45
3292,3989.04,1.20,0.45
3293,2823.75,1.25,0.45
3294,2649.41,1.25,0.45
3295,2466.93,1.20,0.45
3296,2283.80,1.25,0.45
3297,2091.55,1.25,0.45
3298,1909.03,1.20,0.45
3299,2699.09,1.25,0.45
3300,2515.76,1.25,0.45
3301,2331.97,1.25,0.45
3302,2149.10,1.25,0.45
3303,1965.97,1.25,0.45
3304,3737.90,1.25,0.45
3305,3554.84,1.25,0.45
3306,3363.28,1.25,0.45
3307,3170.39,1.25,0.45
3308,3961.10,1.25,0.45
3309,2787.51,1.20,0.45
3310,3577.30,1.25,0.45
3311,3402.31,1.25,0.45
3312,4175.85,1.20,0.45
3313,3001.44,1.30,0.45
3314,1828.17,1.25,0.45
3315,4181.64,1.20,0.45
3316,5623.56,1.25,0.50
3317,5170.62,1.25,0.50
3318,3997.53,1.25,0.45
3319,2824.18,1.25,0.45
3320,4604.24,1.25,0.45
3321,3438.99,1.25,0.45
3322,3246.87,1.20,0.45
3323,4037.21,1.25,0.45
3324,1882.82,1.20,0.45
3325,2671.68,1.20,0.45
3326,2480.25,1.25,0.45
3327,2297.34,1.25,0.45
3328,3086.46,1.25,0.45
3329,1913.81,1.25,0.45
3330,2694.76,1.20,0.45
3331,2511.92,1.25,0.45
3332,2319.63,1.25,0.45
3333,2136.84,1.25,0.45
3334,3907.97,1.25,0.45
3335,2743.76,1.20,0.45
3336,4514.51,1.25,0.45
3337,3341.82,1.25,0.45
3338,4140.42,1.25,0.45
3339,2975.60,1.20,0.45
3340,2792.10,1.25,0.45
3341,4581.45,1.25,0.45
3342,3389.39,1.25,0.45
3343,4188.17,1.25,0.45
3344,3023.61,1.25,0.45
3345,2840.75,1.25,0.45
3346,3630.90,1.25,0.45
3347,3439.12,1.25,0.45
3348,4228.79,1.25,0.45
3349,3055.48,1.25,0.45
3350,2046.73,1.25,0.45
3351,3679.33,1.20,0.45
3352,3444.04,1.20,0.45
3353,4242.44,1.20,0.45
3354,2096.48,1.25,0.45
3355,1912.75,1.25,0.45
3356,2703.15,1.25,0.45
3357,2511.19,1.25,0.45
3358,2328.05,1.25,0.45
3359,2136.55,1.20,0.45
3360,1944.35,1.25,0.45
3361,2734.31,1.25,0.50
3362,2542.51,1.25,0.45
3363,2359.38,1.25,0.45
3364,4122.03,1.20,0.45
3365,2957.42,1.25,0.50
3366,2783.15,1.25,0.45
3367,3581.68,1.25,0.45
3368,3398.31,1.25,0.45
3369,4196.69,1.20,0.45
3370,3031.92,1.25,0.45
3371,1867.42,1.25,0.45
3372,3647.57,1.25,0.45
3373,3446.84,1.25,0.45
3374,4236.52,1.25,0.50
3375,3072.28,1.20,0.45
3376,3870.13,1.20,0.45
3377,4661.15,1.25,0.50
3378,3496.04,1.25,0.45
3379,4292.89,1.20,0.45
3380,3120.69,1.25,0.45
3381,2937.83,1.25,0.45
3382,2745.88,1.25,0.45
3383,2561.52,1.25,0.45
3384,2370.89,1.20,0.50
3385,2179.61,1.25,0.45
3386,1987.20,1.20,0.50
3387,1795.10,1.20,0.45
3388,2585.52,1.25,0.45
3389,2393.10,1.20,0.45
3390,2201.62,1.25,0.45
3391,2009.62,1.25,0.45
3392,1826.81,1.30,0.60
3393,4580.12,1.25,0.60
3394,4396.40,1.25,0.45
3395,3231.84,1.25,0.45
3396,3031.64,1.25,0.45
3397,3829.91,1.25,0.45
3398,4610.82,1.25,0.45
3399,3437.68,1.25,0.45
3400,3246.07,1.20,0.45
3401,4036.30,1.25,0.45
3402,2862.37,1.30,0.45
3403,3652.90,1.25,0.45
3404,3468.91,1.20,0.45
3405,4258.60,1.25,0.45
3406,3094.01,1.20,0.45
3407,1920.99,1.25,0.45
3408,6637.55,1.25,0.45
3409,5463.25,1.25,0.45
3410,4586.01,1.25,0.45
3411,4108.15,1.30,0.50
3412,2934.02,1.25,0.45
3413,1899.49,1.20,0.45
3414,2566.82,1.20,0.50
3415,2383.80,1.25,0.45
3416,2192.04,1.20,0.50
3417,2000.18,1.25,0.45
3418,1808.31,1.25,0.45
3419,2598.66,1.20,0.45
3420,2407.99,1.30,0.45
3421,2206.61,1.20,0.45
3422,2005.66,1.20,0.45
3423,3768.60,1.25,0.45
3424,3567.51,1.25,0.50
3425,3376.36,1.20,0.50
3426,3175.87,1.25,0.45
3427,3965.43,1.25,0.45
3428,2783.75,1.20,0.45
3429,3573.39,1.25,0.45
3430,3381.70,1.25,0.45
3431,4163.77,1.25,0.45
3432,2989.37,1.25,0.45
3433,1815.41,1.20,0.45
3434,6507.15,1.30,0.45
3435,5332.87,1.25,0.45
3436,4428.77,1.25,0.45
3437,3958.34,1.25,0.45
3438,2785.57,1.25,0.45
3439,4557.08,1.25,0.45
3440,3383.88,1.20,0.45
3441,2210.45,1.25,0.45
3442,3973.19,1.25,0.45
3443,1817.12,1.25,0.45
3444,2607.71,1.25,0.45
3445,2406.93,1.25,0.45
3446,2215.76,1.30,0.45
3447,2014.61,1.25,0.45
3448,1831.34,1.25,0.45
3449,2604.65,1.25,0.45
3450,2403.91,1.20,0.45
3451,2203.49,1.25,0.45
3452,2010.72,1.25,0.45
3453,3782.77,1.25,0.45
3454,3582.53,1.25,0.45
3455,4372.23,1.25,0.45
3456,3198.33,1.25,0.50
3457,3007.15,1.25,0.45
3458,3796.33,1.25,0.45
3459,4578.39,1.25,0.45
3460,3404.48,1.25,0.45
3461,3212.36,1.25,0.45
3462,3994.08,1.20,0.45
3463,2821.14,1.25,0.45
3464,3601.79,1.25,0.45
3465,3409.34,1.25,0.45
3466,4199.26,1.25,0.45
3467,3026.22,1.20,0.45
3468,1852.10,1.25,0.45
3469,3615.20,1.20,0.45
3470,4405.77,1.20,0.45
3471,3231.60,1.25,0.45
3472,4013.16,1.25,0.45
3473,2839.02,1.25,0.50
3474,2647.85,1.25,0.45
3475,2447.30,1.20,0.45
3476,2255.28,1.20,0.45
3477,2063.28,1.25,0.45
3478,1863.32,1.25,0.45
3479,2644.52,1.20,0.45
3480,2451.98,1.25,0.45
3481,2260.86,1.20,0.45
3482,2068.32,1.30,0.45
3483,2841.48,1.25,0.45
3484,3726.80,1.25,0.45
3485,3439.38,1.25,0.45
3486,4220.51,1.25,0.45
3487,3056.04,1.25,0.45
3488,3837.45,1.25,0.45
3489,4625.88,1.25,0.45
3490,3445.44,1.25,0.45
3491,4234.11,1.25,0.45
3492,3061.26,1.25,0.45
3493,2869.13,1.25,0.45
3494,3659.12,1.25,0.45
3495,3467.72,1.25,0.45
3496,4248.47,1.25,0.45
3497,3153.12,1.25,0.45
3498,1901.41,1.25,0.45
3499,6600.45,1.25,0.45
3500,5427.68,1.25,0.45
3501,4540.31,1.25,0.45
3502,2116.14,1.25,0.45
3503,1923.97,1.20,0.45
3504,2714.64,1.25,0.45
3505,2522.19,1.25,0.45
3506,2338.69,1.25,0.50
3507,2146.95,1.25,0.45
3508,1955.08,1.30,0.45
3509,1884.85,1.25,0.45
3510,2553.97,1.20,0.45
3511,2370.43,1.20,0.50
3512,4141.38,1.25,0.45
3513,3949.32,1.25,0.45
3514,2776.31,1.25,0.45
3515,3566.55,1.20,0.45
3516,3374.57,1.25,0.45
3517,4173.16,1.25,0.45
3518,3008.46,1.20,0.45
3519,1835.40,1.25,0.45
3520,6533.60,1.25,0.45
3521,5361.41,1.25,0.45
3522,5168.77,1.25,0.45
3523,3995.63,1.25,0.45
3524,2821.77,1.25,0.45
3525,4602.18,1.25,0.45
3526,3437.14,1.20,0.45
3527,3245.52,1.25,0.45
3528,4034.95,1.25,0.45
3529,2861.95,1.25,0.45
3530,3660.52,1.25,0.45
3531,3468.96,1.25,0.45
3532,2294.91,1.25,0.45
3533,2111.99,1.25,0.45
3534,1920.22,1.25,0.45
3535,2701.23,1.25,0.45
3536,2510.02,1.20,0.45
3537,2317.81,1.25,0.45
3538,2125.85,1.25,0.45
3539,1942.45,1.25,0.45
3540,2724.35,1.20,0.45
3541,2532.36,1.25,0.45
3542,4295.39,1.25,0.45
3543,3121.41,1.20,0.45
3544,3911.59,1.25,0.45
3545,2746.81,1.25,0.45
3546,4526.84,1.25,0.45
3547,3362.24,1.20,0.45
3548,3170.48,1.25,0.45
3549,3969.21,1.25,0.50
3550,2795.26,1.20,0.45
3551,3585.56,1.25,0.45
3552,3402.12,1.25,0.45
3553,4192.13,1.20,0.45
3554,3017.95,1.25,0.45
3555,1853.38,1.25,0.45
3556,3625.60,1.25,0.45
3557,4415.08,1.25,0.50
3558,3250.48,1.20,0.45
3559,4039.67,1.25,0.45
3560,2866.30,1.25,0.45
3561,4638.02,1.25,0.45
3562,2491.69,1.20,0.45
3563,2299.50,1.25,0.45
3564,2108.56,1.25,0.50
3565,1916.04,1.20,0.45
3566,2715.36,1.25,0.45
3567,2523.07,1.20,0.45
3568,2339.56,1.25,0.45
3569,2156.62,1.25,0.50
3570,1964.99,1.25,0.45
3571,1894.89,1.25,0.45
3572,4526.49,1.20,0.50
3573,4335.08,1.20,0.45
3574,3161.21,1.25,0.45
3575,2977.70,1.25,0.45
3576,3769.07,1.25,0.45
3577,4557.68,1.25,0.45
3578,3384.31,1.20,0.45
3579,3192.41,1.20,0.45
3580,3974.04,1.25,0.45
3581,2800.21,1.25,0.45
3582,3589.97,1.25,0.45
3583,3398.46,1.20,0.45
3584,4196.92,1.25,0.45
3585,3023.24,1.25,0.45
3586,1858.09,1.25,0.45
3587,3630.59,1.20,0.45
3588,4419.58,1.25,0.45
3589,3246.09,1.25,0.45
3590,4027.74,1.25,0.45
3591,2863.07,1.25,0.45
3592,4634.34,1.25,0.45
3593,2479.31,1.25,0.45
3594,2287.42,1.20,0.45
3595,2095.56,1.25,0.45
3596,1903.81,1.25,0.45
3597,2693.62,1.30,0.45
3598,2501.56,1.25,0.45
3599,2318.61,1.25,0.45
3600,2127.07,1.25,0.45
3601,1934.88,1.25,0.45
3602,2724.84,1.20,0.45
3603,4487.99,1.25,0.45
3604,4304.88,1.20,0.45
3605,3139.97,1.25,0.45
3606,2956.92,1.25,0.45
3607,3754.78,1.20,0.45
3608,4544.96,1.25,0.50
3609,3380.40,1.25,0.45
3610,3196.70,1.25,0.45
3611,3996.30,1.20,0.45
3612,2822.45,1.25,0.45
3613,3621.60,1.30,0.45
3614,3428.78,1.25,0.45
3615,4218.84,1.25,0.45
3616,3045.22,1.25,0.45
3617,1880.57,1.25,0.45
3618,6589.24,1.25,0.45
3619,5415.79,1.30,0.45
3620,4536.95,1.25,0.45
3621,4058.22,1.25,0.45
3622,2893.62,1.25,0.45
3623,2710.81,1.20,0.45
3624,2527.06,1.20,0.45
3625,2335.59,1.25,0.45
3626,2143.75,1.25,0.45
3627,1952.05,1.25,0.45
3628,2741.39,1.25,0.45
3629,2549.68,1.25,0.45
3630,2358.18,1.25,0.45
3631,2165.92,1.25,0.45
3632,1975.03,1.25,0.45
3633,3737.43,1.20,0.45
3634,3545.68,1.30,0.45
3635,2372.36,1.25,0.45
3636,4136.01,1.30,0.45
3637,2970.77,1.25,0.45
3638,3760.01,1.25,0.45
3639,4558.41,1.25,0.45
3640,3394.25,1.25,0.45
3641,3201.90,1.25,0.45
3642,4000.73,1.20,0.45
3643,2835.53,1.25,0.45
3644,3643.03,1.20,0.45
3645,3442.92,1.25,0.45
3646,4233.36,1.20,0.45
3647,3068.21,1.25,0.45
3648,1893.86,1.25,0.45
3649,6610.39,1.25,0.45
3650,5437.02,1.25,0.45
3651,4558.52,1.25,0.45
3652,4089.06,1.25,0.45
3653,1951.67,1.25,0.45
3654,1881.19,1.25,0.45
3655,2549.22,1.25,0.45
3656,2366.28,1.25,0.45
3657,2174.16,1.25,0.45
3658,1982.95,1.25,0.45
3659,1790.60,1.20,0.45
3660,2580.38,1.20,0.45
3661,2388.77,1.20,0.45
3662,2197.82,1.25,0.45
3663,3959.96,1.30,0.45
3664,2786.56,1.20,0.45
3665,4574.96,1.25,0.45
3666,3401.62,1.25,0.45
3667,3210.88,1.25,0.45
3668,4008.62,1.25,0.45
3669,2834.90,1.25,0.45
3670,3625.00,1.20,0.45
3671,3432.96,1.25,0.45
3672,4231.61,1.25,0.45
3673,3058.83,1.25,0.45
3674,1893.64,1.25,0.50
3675,6601.08,1.25,0.45
3676,5427.98,1.25,0.45
3677,4532.38,1.25,0.45
3678,4063.06,1.25,0.45
3679,2897.27,1.25,0.45
3680,4677.92,1.25,0.45
3681,3504.85,1.25,0.45
3682,2340.17,1.25,0.50
3683,2148.05,1.25,0.45
3684,1956.59,1.25,0.45
3685,1894.38,1.20,0.45
3686,2580.08,1.25,0.45
3687,2388.59,1.25,0.45
3688,2205.49,1.25,0.45
3689,2013.82,1.25,0.45
3690,1821.32,1.25,0.50
3691,2620.48,1.25,0.45
3692,3410.42,1.25,0.45
3693,3226.18,1.25,0.45
3694,3035.70,1.25,0.45
3695,3833.81,1.25,0.45
3696,2668.40,1.25,0.45
3697,4431.74,1.25,0.45
3698,3258.46,1.20,0.45
3699,4047.92,1.25,0.45
3700,2874.52,1.25,0.50
3701,3664.32,1.25,0.45
3702,3498.88,1.25,0.45
3703,4254.39,1.25,0.45
3704,3080.65,1.25,0.45
3705,1906.56,1.25,0.45
3706,6606.31,1.25,0.45
3707,5432.60,1.30,0.45
3708,4537.94,1.25,0.45
3709,4067.73,1.20,0.45
3710,2902.94,1.25,0.45
3711,4682.99,1.25,0.45
3712,2536.59,1.20,0.45
3713,2344.73,1.25,0.50
3714,2161.35,1.25,0.45
3715,1978.29,1.25,0.45
3716,1786.20,1.25,0.45
3717,2584.27,1.25,0.45
3718,2402.21,1.25,0.50
3719,2209.19,1.25,0.45
3720,2018.07,1.25,0.45
3721,1835.00,1.25,0.45
3722,4579.86,1.25,0.50
3723,3406.50,1.25,0.45
3724,3214.20,1.25,0.45
3725,4004.25,1.20,0.45
3726,2830.91,1.25,0.45
3727,3612.10,1.25,0.45
3728,3411.43,1.25,0.50
3729,4192.39,1.25,0.45
3730,3019.33,1.25,0.45
3731,1845.84,1.25,0.45
3732,3616.78,1.25,0.45
3733,4407.15,1.25,0.45
3734,3233.56,1.25,0.45
3735,2059.97,1.25,0.45
3736,3832.04,1.20,0.45
3737,4630.40,1.25,0.45
3738,3464.90,1.25,0.45
3739,4256.25,1.25,0.45
3740,3090.57,1.25,0.45
3741,2898.38,1.20,0.45
3742,4678.80,1.25,0.45
3743,2523.65,1.20,0.45
3744,2340.44,1.20,0.45
3745,2157.46,1.25,0.45
3746,1973.65,1.20,0.45
3747,1791.11,1.25,0.45
3748,2589.73,1.25,0.45
3749,2407.20,1.20,0.45
3750,2223.75,1.25,0.45
3751,2040.92,1.20,0.45
3752,1848.76,1.25,0.45
3753,4601.74,1.25,0.45
3754,3437.68,1.25,0.45
3755,4235.84,1.25,0.50
3756,3071.08,1.25,0.45
3757,2896.25,1.30,0.45
3758,3694.43,1.25,0.45
3759,3512.42,1.25,0.45
3760,4301.46,1.25,0.45
3761,3136.35,1.25,0.45
3762,1989.79,1.25,0.45
3763,3744.07,1.25,0.45
3764,4542.22,1.25,0.45
3765,3368.31,1.20,0.45
3766,2204.14,1.25,0.45
3767,3975.03,1.20,0.45
3768,2810.58,1.25,0.45
3769,3608.87,1.25,0.45
3770,4407.49,1.25,0.45
3771,3242.48,1.25,0.45
3772,3076.95,1.25,0.45
3773,1886.18,1.20,0.45
3774,2684.79,1.25,0.45
3775,2501.80,1.20,0.45
3776,2318.68,1.25,0.45
3777,2135.34,1.25,0.45
3778,1952.23,1.25,0.45
3779,1882.15,1.20,0.45
3780,2559.39,1.25,0.45
3781,2376.22,1.25,0.45
3782,2184.28,1.25,0.45
3783,3955.70,1.20,0.50
3784,2782.09,1.25,0.45
3785,4562.22,1.25,0.45
3786,3389.18,1.25,0.45
3787,3205.30,1.25,0.45
3788,3996.07,1.20,0.45
3789,2830.42,1.25,0.45
3790,3621.03,1.25,0.50
3791,3428.81,1.25,0.45
3792,4227.68,1.30,0.45
3793,3053.80,1.25,0.45
3794,2862.21,1.25,0.45
3795,4633.66,1.25,0.45
3796,3469.22,1.25,0.45
3797,4259.30,1.25,0.45
3798,3094.08,1.25,0.45
3799,2893.80,1.25,0.45
3800,4665.19,1.25,0.45
3801,3491.45,1.25,0.45
3802,4308.01,1.25,0.45
3803,2143.46,1.25,0.45
3804,1951.52,1.20,0.45
3805,2742.09,1.25,0.45
3806,2550.21,1.20,0.50
3807,2357.73,1.25,0.50
3808,2166.38,1.25,0.45
3809,1983.45,1.20,0.45
3810,1791.17,1.25,0.45
3811,2580.73,1.25,0.45
3812,2389.68,1.25,0.45
3813,4160.54,1.25,0.45
3814,2987.12,1.25,0.45
3815,2804.07,1.25,0.50
3816,3602.54,1.25,0.45
3817,3402.70,1.25,0.50
3818,4191.96,1.25,0.45
3819,3020.45,1.25,0.45
3820,1845.26,1.25,0.45
3821,3608.46,1.20,0.45
3822,4415.09,1.20,0.45
3823,3224.19,1.30,0.45
3824,2051.27,1.25,0.45
3825,3822.67,1.25,0.45
