ctrl_iteration,exec_time,tau_i,tau_o
25326,4525.81,1.25,0.45
25327,2379.14,1.20,0.45
25328,2187.55,1.25,0.45
25329,1996.33,1.25,0.45
25330,1803.84,1.25,0.45
25331,2603.14,1.20,0.45
25332,2410.52,1.25,0.45
25333,2219.16,1.25,0.45
25334,2035.77,1.25,0.45
25335,1853.01,1.20,0.45
25336,2642.05,1.20,0.45
25337,4405.13,1.25,0.45
25338,3231.88,1.25,0.45
25339,3040.62,1.20,0.45
25340,3829.63,1.20,0.45
25341,4628.64,1.25,0.45
25342,3455.33,1.25,0.50
25343,4253.97,1.20,0.45
25344,3080.52,1.20,0.45
25345,3878.92,1.20,0.45
25346,4668.88,1.20,0.50
25347,3495.20,1.20,0.45
25348,2617.36,1.20,0.50
25349,3397.92,1.20,0.45
25350,2936.40,1.20,0.45
25351,3840.01,1.15,0.45
25352,4517.18,1.25,0.45
25353,3343.25,1.20,0.45
25354,4133.06,1.25,0.45
25355,1995.33,1.20,0.45
25356,1812.22,1.20,0.45
25357,2602.38,1.25,0.45
25358,2418.75,1.20,0.45
25359,2235.81,1.20,0.45
25360,2044.88,1.20,0.45
25361,1860.98,1.20,0.45
25362,2650.67,1.25,0.45
25363,2458.86,1.20,0.45
25364,2275.69,1.25,0.45
25365,4039.01,1.25,0.45
25366,2874.45,1.20,0.45
25367,3664.31,1.25,0.45
25368,2889.85,1.20,0.45
25369,3679.19,1.20,0.45
25370,3088.19,1.20,0.45
25371,3877.70,1.25,0.45
25372,4659.79,1.25,0.45
25373,3487.40,1.25,0.45
25374,4275.85,1.25,0.45
25375,3015.12,1.20,0.45
25376,2832.21,1.25,0.45
25377,3709.05,1.20,0.45
25378,3429.66,1.25,0.45
25379,4228.58,1.20,0.45
25380,3055.43,1.20,0.45
25381,1890.00,1.20,0.45
25382,3662.08,1.25,0.45
25383,4452.47,1.25,0.45
25384,2305.55,1.20,0.50
25385,2113.61,1.20,0.45
25386,1922.34,1.20,0.45
25387,1729.74,1.20,0.45
25388,2520.03,1.20,0.45
25389,2336.96,1.20,0.45
25390,2144.59,1.20,0.45
25391,1961.93,1.20,0.45
25392,1770.20,1.20,0.45
25393,2559.64,1.20,0.45
25394,4331.86,1.20,0.45
25395,3158.00,1.25,0.45
25396,2966.19,1.25,0.45
25397,3755.84,1.25,0.45
25398,4537.64,1.25,0.45
25399,3372.66,1.20,0.45
25400,2198.64,1.25,0.45
25401,3979.52,1.25,0.45
25402,2805.70,1.25,0.50
25403,4577.34,1.25,0.45
25404,3403.47,1.25,0.50
25405,3220.86,1.20,0.45
25406,3028.85,1.25,0.45
25407,3818.59,1.20,0.45
25408,2644.62,1.20,0.45
25409,4408.31,1.25,0.45
25410,3235.08,1.20,0.45
25411,3051.72,1.20,0.45
25412,2859.62,1.25,0.45
25413,3649.16,1.20,0.50
25414,2484.43,1.20,0.45
25415,2293.02,1.25,0.45
25416,2092.30,1.25,0.45
25417,1900.64,1.25,0.45
25418,1699.92,1.25,0.50
25419,2481.95,1.20,0.45
25420,2289.26,1.25,0.45
25421,2089.00,1.25,0.45
25422,1888.60,1.20,0.45
25423,1687.89,1.25,0.45
25424,4433.01,1.20,0.45
25425,3259.22,1.15,0.45
25426,3075.53,1.20,0.45
25427,2884.12,1.25,0.45
25428,3665.54,1.25,0.45
25429,4454.97,1.25,0.45
25430,3281.81,1.25,0.45
25431,3089.99,1.20,0.45
25432,2898.57,1.20,0.45
25433,3688.57,1.20,0.50
25434,4486.70,1.25,0.50
25435,4286.31,1.25,0.45
25436,3112.53,1.20,0.45
25437,3893.77,1.20,0.45
25438,2719.87,1.20,0.45
25439,3509.78,1.20,0.45
25440,3317.94,1.15,0.45
25441,4098.94,1.25,0.45
25442,2925.13,1.20,0.45
25443,1752.00,1.20,0.45
25444,4523.19,1.25,0.45
25445,2341.69,1.20,0.50
25446,2141.88,1.25,0.45
25447,1949.85,1.25,0.50
25448,1757.75,1.25,0.45
25449,2539.32,1.20,0.50
25450,2347.11,1.25,0.45
25451,2146.45,1.20,0.45
25452,1955.01,1.20,0.45
25453,1754.39,1.20,0.45
25454,3508.39,1.25,0.45
25455,3317.04,1.25,0.45
25456,4097.40,1.20,0.45
25457,2915.99,1.20,0.45
25458,3696.36,1.20,0.50
25459,4478.06,1.20,0.45
25460,3304.14,1.25,0.45
25461,3112.52,1.25,0.45
25462,2912.01,1.15,0.45
25463,2711.94,1.20,0.45
25464,4465.93,1.25,0.45
25465,3284.23,1.20,0.45
25466,3092.04,1.20,0.45
25467,2917.24,1.25,0.45
25468,2699.57,1.20,0.45
25469,4453.39,1.20,0.50
25470,3280.40,1.20,0.50
25471,4061.70,1.25,0.50
25472,2879.24,1.20,0.50
25473,1714.79,1.25,0.50
25474,2495.60,1.25,0.45
25475,2294.94,1.20,0.45
25476,2103.46,1.25,0.45
25477,1902.59,1.20,0.45
25478,1711.22,1.25,0.45
25479,2500.69,1.20,0.45
25480,2309.30,1.25,0.45
25481,2125.78,1.25,0.45
25482,1925.04,1.25,0.45
25483,3688.78,1.25,0.45
25484,3487.83,1.20,0.45
25485,4269.34,1.25,0.45
25486,3087.03,1.20,0.45
25487,1939.75,1.20,0.50
25488,3676.78,1.20,0.50
25489,4466.40,1.20,0.45
25490,3292.82,1.20,0.45
25491,4074.28,1.25,0.45
25492,2900.91,1.25,0.45
25493,2699.72,1.25,0.45
25494,4462.26,1.25,0.45
25495,3289.49,1.20,0.45
25496,4078.58,1.20,0.45
25497,2905.40,1.25,0.45
25498,2713.61,1.20,0.45
25499,3512.33,1.25,0.45
25500,3320.38,1.20,0.45
25501,4109.93,1.20,0.45
25502,2936.82,1.20,0.45
25503,1772.05,1.20,0.45
25504,2561.50,1.20,0.45
25505,2370.37,1.25,0.50
25506,2186.89,1.25,0.45
25507,1995.19,1.25,0.45
25508,1803.02,1.25,0.45
25509,2592.88,1.25,0.45
25510,2401.25,1.25,0.45
25511,2209.23,1.25,0.45
25512,2017.51,1.25,0.50
25513,2799.02,1.25,0.45
25514,4570.20,1.25,0.45
25515,3396.86,1.30,0.45
25516,4178.80,1.25,0.45
25517,3012.66,1.25,0.45
25518,2813.12,1.25,0.45
25519,4575.85,1.25,0.45
25520,3402.61,1.25,0.45
25521,4192.00,1.20,0.45
25522,3019.25,1.25,0.45
25523,3799.63,1.25,0.45
25524,2626.17,1.20,0.45
25525,3416.74,1.25,0.45
25526,2529.26,1.25,0.45
25527,3345.83,1.25,0.50
25528,2841.45,1.25,0.45
25529,3752.57,1.25,0.50
25530,4420.52,1.20,0.45
25531,3246.58,1.25,0.45
25532,2082.02,1.25,0.45
25533,1881.81,1.25,0.45
25534,1811.86,1.25,0.45
25535,2479.98,1.25,0.45
25536,2288.08,1.25,0.45
25537,2096.52,1.25,0.45
25538,1904.25,1.25,0.45
25539,1721.29,1.25,0.45
25540,2511.08,1.25,0.45
25541,2319.47,1.25,0.45
25542,4091.44,1.25,0.45
25543,3899.45,1.25,0.45
25544,3707.98,1.25,0.45
25545,4497.29,1.25,0.45
25546,3324.35,1.25,0.45
25547,4104.25,1.20,0.45
25548,2931.19,1.25,0.45
25549,2739.41,1.25,0.45
25550,3529.35,1.20,0.45
25551,4311.19,1.25,0.45
25552,3137.36,1.25,0.45
25553,2945.64,1.25,0.45
25554,2753.43,1.25,0.50
25555,3542.93,1.25,0.45
25556,4324.10,1.25,0.45
25557,3150.51,1.25,0.45
25558,2958.43,1.25,0.45
25559,3740.95,1.25,0.45
25560,4530.92,1.20,0.45
25561,3356.67,1.20,0.45
25562,3164.83,1.25,0.45
25563,1991.26,1.25,0.50
25564,1791.01,1.25,0.45
25565,2580.33,1.25,0.45
25566,2380.65,1.20,0.45
25567,2188.30,1.25,0.45
25568,1988.18,1.25,0.45
25569,1787.39,1.25,0.45
25570,2577.34,1.25,0.45
25571,2376.64,1.25,0.45
25572,2186.44,1.25,0.45
25573,3947.59,1.25,0.50
25574,2774.48,1.25,0.45
25575,3564.42,1.20,0.45
25576,3372.73,1.25,0.45
25577,3181.02,1.30,0.45
25578,3970.86,1.25,0.45
25579,2814.28,1.25,0.45
25580,3595.19,1.25,0.45
25581,3395.30,1.25,0.45
25582,4184.56,1.25,0.45
25583,3010.63,1.25,0.45
25584,1838.12,1.25,0.45
25585,6520.52,1.25,0.45
25586,5346.28,1.25,0.45
25587,4450.42,1.30,0.45
25588,3972.70,1.20,0.45
25589,2798.92,1.25,0.45
25590,4570.11,1.25,0.45
25591,3396.46,1.25,0.45
25592,2222.95,1.25,0.45
25593,2031.87,1.25,0.45
25594,1839.75,1.25,0.45
25595,2621.13,1.25,0.50
25596,2429.01,1.25,0.45
25597,2237.58,1.25,0.45
25598,2045.21,1.25,0.45
25599,1853.79,1.20,0.45
25600,2644.03,1.25,0.45
25601,2452.37,1.25,0.45
25602,3241.45,1.25,0.50
25603,3041.15,1.25,0.45
25604,3830.54,1.25,0.45
25605,2657.51,1.25,0.45
25606,3456.07,1.25,0.45
25607,3281.87,1.20,0.45
25608,4054.06,1.25,0.50
25609,2880.97,1.25,0.45
25610,1706.73,1.20,0.45
25611,6407.31,1.20,0.45
25612,5233.23,1.25,0.45
25613,4397.55,1.25,0.45
25614,3868.13,1.25,0.45
25615,2693.71,1.25,0.45
25616,4465.90,1.25,0.45
25617,3301.14,1.25,0.45
25618,2127.85,1.25,0.50
25619,3899.27,1.30,0.45
25620,2733.98,1.25,0.45
25621,3525.00,1.25,0.45
25622,2350.76,1.20,0.45
25623,2167.31,1.25,0.45
25624,1975.52,1.25,0.50
25625,1783.64,1.25,0.45
25626,2573.69,1.25,0.45
25627,2416.21,1.20,0.45
25628,2198.70,1.25,0.45
25629,2006.87,1.25,0.45
25630,1815.17,1.25,0.45
25631,2596.01,1.25,0.45
25632,4359.09,1.20,0.45
25633,3177.41,1.30,0.45
25634,2985.94,1.25,0.45
25635,3774.66,1.25,0.45
25636,4556.39,1.25,0.45
25637,3382.62,1.25,0.45
25638,4172.41,1.25,0.45
25639,2999.06,1.20,0.45
25640,3788.41,1.25,0.45
25641,4579.41,1.25,0.45
25642,3405.28,1.25,0.45
25643,2518.22,1.25,0.45
25644,3299.57,1.25,0.45
25645,2838.48,1.25,0.45
25646,4619.05,1.25,0.45
25647,3471.45,1.25,0.45
25648,4234.24,1.25,0.45
25649,3063.29,1.25,0.45
25650,2869.29,1.25,0.45
25651,1704.99,1.20,0.45
25652,2494.54,1.25,0.45
25653,2294.50,1.25,0.45
25654,2102.59,1.25,0.45
25655,1910.75,1.25,0.45
25656,1719.27,1.25,0.45
25657,2509.18,1.25,0.45
25658,2316.87,1.25,0.45
25659,2124.97,1.25,0.45
25660,1932.97,1.25,0.45
25661,3696.42,1.25,0.45
25662,3513.12,1.25,0.45
25663,3321.31,1.25,0.45
25664,3129.20,1.25,0.45
25665,2937.34,1.25,0.45
25666,3718.30,1.20,0.45
25667,4508.45,1.25,0.45
25668,3327.31,1.25,0.45
25669,3134.99,1.25,0.50
25670,3924.97,1.25,0.45
25671,2751.15,1.20,0.45
25672,3540.74,1.20,0.45
25673,3340.96,1.25,0.45
25674,4129.97,1.25,0.45
25675,2957.67,1.25,0.45
25676,1870.09,1.25,0.45
25677,6569.31,1.25,0.45
25678,5396.10,1.30,0.45
25679,4508.94,1.25,0.50
25680,4030.79,1.25,0.45
25681,1884.61,1.25,0.45
25682,2674.03,1.25,0.45
25683,2473.60,1.25,0.45
25684,2281.83,1.20,0.45
25685,2081.63,1.20,0.45
25686,1880.27,1.20,0.45
25687,2670.28,1.20,0.45
25688,2478.95,1.25,0.45
25689,2286.87,1.25,0.45
25690,2086.36,1.25,0.50
25691,3849.76,1.25,0.50
25692,4630.61,1.25,0.45
25693,3448.21,1.25,0.45
25694,3257.01,1.25,0.45
25695,3064.26,1.25,0.45
25696,3854.42,1.25,0.45
25697,4661.47,1.25,0.45
25698,3470.68,1.20,0.45
25699,3279.49,1.20,0.45
25700,4068.83,1.25,0.45
25701,2903.89,1.20,0.45
25702,3694.07,1.25,0.45
25703,3493.46,1.25,0.45
25704,4283.06,1.30,0.45
25705,3110.59,1.25,0.45
25706,1936.44,1.25,0.45
25707,6635.10,1.25,0.45
25708,5453.78,1.25,0.45
25709,4559.12,1.25,0.45
25710,4088.23,1.25,0.45
25711,1941.35,1.25,0.45
25712,2731.47,1.25,0.45
25713,2540.15,1.25,0.45
25714,2348.11,1.20,0.45
25715,2155.39,1.25,0.45
25716,1955.73,1.25,0.45
25717,2745.40,1.25,0.45
25718,2545.01,1.25,0.45
25719,2353.19,1.25,0.45
25720,2161.57,1.25,0.45
25721,3924.67,1.25,0.45
25722,2750.79,1.25,0.45
25723,4521.77,1.30,0.45
25724,3347.69,1.20,0.45
25725,3148.45,1.25,0.45
25726,3938.45,1.25,0.45
25727,2746.73,1.25,0.45
25728,3537.42,1.25,0.45
25729,3336.93,1.25,0.45
25730,4126.08,1.20,0.45
25731,2953.21,1.25,0.45
25732,2760.73,1.25,0.50
25733,4523.81,1.20,0.45
25734,3350.47,1.25,0.45
25735,4131.93,1.25,0.45
25736,2958.41,1.25,0.45
25737,2766.54,1.25,0.45
25738,4529.77,1.25,0.45
25739,3346.67,1.25,0.45
25740,4136.61,1.25,0.45
25741,1990.77,1.20,0.45
25742,1789.93,1.25,0.45
25743,2571.24,1.25,0.45
25744,2379.59,1.25,0.50
25745,2178.84,1.25,0.45
25746,1978.26,1.20,0.45
25747,1787.05,1.20,0.45
25748,2567.38,1.25,0.45
25749,2366.88,1.25,0.45
25750,2175.30,1.20,0.45
25751,3930.04,1.20,0.45
25752,2747.24,1.25,0.45
25753,3529.23,1.25,0.45
25754,2746.16,1.25,0.45
25755,3527.36,1.25,0.45
25756,2927.61,1.30,0.45
25757,4698.78,1.25,0.45
25758,3507.87,1.25,0.45
25759,4289.40,1.25,0.45
25760,3106.79,1.25,0.45
25761,2897.69,1.20,0.45
25762,4643.38,1.25,0.45
25763,3470.04,1.25,0.45
25764,4250.31,1.25,0.45
25765,3069.28,1.25,0.50
25766,2877.13,1.20,0.45
25767,3666.41,1.25,0.45
25768,3458.07,1.25,0.45
25769,4238.80,1.25,0.45
25770,2083.78,1.25,0.45
25771,1892.56,1.25,0.45
25772,2673.41,1.25,0.45
25773,2473.08,1.25,0.45
25774,2271.46,1.20,0.45
25775,2071.33,1.20,0.50
25776,1871.14,1.20,0.45
25777,2651.43,1.30,0.45
25778,2451.60,1.25,0.45
25779,2260.34,1.25,0.45
25780,4022.77,1.25,0.45
25781,2849.48,1.25,0.45
25782,4611.85,1.20,0.45
25783,3430.62,1.25,0.45
25784,4219.93,1.25,0.45
25785,3037.34,1.25,0.45
25786,2836.95,1.25,0.45
25787,3626.67,1.25,0.45
25788,4408.50,1.25,0.45
25789,3235.36,1.25,0.45
25790,3042.81,1.20,0.45
25791,3823.96,1.25,0.45
25792,4605.01,1.20,0.50
25793,3431.36,1.25,0.45
25794,3239.90,1.25,0.45
25795,4021.32,1.25,0.45
25796,2847.63,1.20,0.45
25797,3628.18,1.25,0.50
25798,3428.34,1.20,0.45
25799,4218.06,1.25,0.45
25800,3036.13,1.25,0.50
25801,1862.23,1.25,0.45
25802,2643.38,1.25,0.45
25803,2452.16,1.25,0.45
25804,2251.78,1.25,0.45
25805,2059.29,1.25,0.45
25806,1859.08,1.25,0.45
25807,2640.29,1.25,0.45
25808,2448.60,1.25,0.45
25809,2256.65,1.20,0.45
25810,2056.78,1.20,0.45
25811,2846.20,1.25,0.45
25812,4609.51,1.25,0.50
25813,4425.43,1.25,0.45
25814,3252.54,1.25,0.45
25815,3052.15,1.25,0.45
25816,3841.59,1.25,0.45
25817,4631.75,1.25,0.50
25818,3449.60,1.20,0.45
25819,3248.81,1.25,0.45
25820,4030.02,1.25,0.45
25821,2857.16,1.25,0.45
25822,3637.32,1.20,0.45
25823,3436.99,1.25,0.45
25824,4235.64,1.25,0.45
25825,3054.08,1.20,0.45
25826,1888.61,1.25,0.45
25827,6587.74,1.20,0.45
25828,5405.59,1.25,0.45
25829,4518.99,1.20,0.45
25830,4040.22,1.30,0.45
25831,2867.09,1.20,0.45
25832,2684.13,1.25,0.45
25833,2491.91,1.30,0.45
25834,2308.19,1.25,0.45
25835,2116.99,1.20,0.45
25836,1925.03,1.25,0.50
25837,2706.27,1.25,0.45
25838,2515.12,1.25,0.45
25839,2322.84,1.25,0.45
25840,2131.11,1.30,0.45
25841,1930.57,1.25,0.45
25842,4674.85,1.20,0.45
25843,3501.68,1.20,0.45
25844,3309.61,1.25,0.45
25845,3118.46,1.25,0.45
25846,3907.35,1.25,0.45
25847,4680.95,1.25,0.45
25848,3507.14,1.25,0.50
25849,3306.12,1.25,0.45
25850,4086.93,1.25,0.45
25851,2913.63,1.25,0.45
25852,3695.09,1.25,0.45
25853,3495.29,1.25,0.45
25854,4276.14,1.25,0.45
25855,3102.43,1.25,0.45
25856,1929.02,1.25,0.45
25857,6618.88,1.25,0.45
25858,5446.01,1.25,0.45
25859,4558.98,1.20,0.45
25860,4071.89,1.25,0.45
25861,2898.30,1.25,0.45
25862,2706.51,1.25,0.45
25863,2505.96,1.25,0.50
25864,2306.11,1.25,0.45
25865,2105.27,1.25,0.45
25866,1904.77,1.25,0.45
25867,2686.32,1.25,0.45
25868,2493.50,1.20,0.45
25869,2302.34,1.20,0.45
25870,2110.39,1.25,0.45
25871,1918.55,1.20,0.45
25872,4663.22,1.25,0.45
25873,3480.36,1.25,0.45
25874,3297.79,1.25,0.45
25875,3106.63,1.25,0.45
25876,3895.62,1.25,0.45
25877,4686.31,1.25,0.50
25878,3512.36,1.20,0.45
25879,3320.22,1.25,0.45
25880,4102.07,1.25,0.45
25881,2936.58,1.20,0.45
25882,1763.30,1.25,0.45
25883,6462.69,1.25,0.45
25884,5288.97,1.25,0.45
25885,4384.64,1.25,0.45
25886,3907.05,1.25,0.45
25887,2724.53,1.25,0.45
25888,4504.21,1.30,0.45
25889,3321.75,1.25,0.50
25890,2148.82,1.25,0.45
25891,3920.81,1.20,0.45
25892,2747.17,1.25,0.45
25893,2545.93,1.25,0.45
25894,2354.24,1.20,0.45
25895,2163.09,1.25,0.45
25896,1962.16,1.25,0.50
25897,1883.83,1.20,0.45
25898,2551.59,1.25,0.45
25899,2351.20,1.25,0.45
25900,2159.53,1.25,0.45
25901,1958.56,1.20,0.45
25902,3730.37,1.25,0.45
25903,3529.32,1.20,0.45
25904,2355.95,1.20,0.45
25905,4119.16,1.25,0.45
25906,2936.92,1.25,0.45
25907,4700.11,1.20,0.45
25908,3518.46,1.25,0.45
25909,4298.66,1.25,0.45
25910,3126.06,1.20,0.45
25911,2933.53,1.25,0.45
25912,2741.57,1.25,0.45
25913,4504.89,1.25,0.45
25914,3331.72,1.25,0.45
25915,4112.42,1.25,0.50
25916,2930.18,1.20,0.45
25917,4702.15,1.20,0.45
25918,3528.00,1.25,0.45
25919,3327.66,1.20,0.45
25920,4108.90,1.25,0.45
25921,1954.34,1.20,0.45
25922,2743.52,1.25,0.45
25923,2551.56,1.25,0.45
25924,2368.54,1.25,0.45
25925,2167.86,1.25,0.45
25926,1976.74,1.25,0.45
25927,1784.98,1.25,0.45
25928,2565.76,1.20,0.45
25929,2364.93,1.20,0.50
25930,2165.28,1.25,0.50
25931,3927.88,1.25,0.45
25932,2745.84,1.20,0.45
25933,4508.03,1.25,0.45
25934,3326.37,1.25,0.45
25935,4115.53,1.25,0.45
25936,2942.55,1.25,0.45
25937,2741.99,1.20,0.45
25938,4495.74,1.20,0.45
25939,3322.91,1.25,0.45
25940,4112.90,1.25,0.45
25941,2938.52,1.20,0.45
25942,3842.52,1.20,0.45
25943,2660.36,1.25,0.45
25944,3328.21,1.20,0.45
25945,2432.68,1.20,0.45
25946,3204.19,1.25,0.45
25947,2727.04,1.25,0.50
25948,4489.34,1.25,0.45
25949,3316.49,1.25,0.45
25950,2133.55,1.20,0.45
25951,1933.34,1.25,0.45
25952,2714.67,1.25,0.50
25953,2513.73,1.25,0.45
25954,2321.65,1.30,0.45
25955,2113.18,1.20,0.50
25956,1913.03,1.20,0.45
25957,2693.47,1.25,0.45
25958,2501.95,1.25,0.45
25959,2302.15,1.25,0.45
25960,4063.74,1.25,0.45
25961,2899.75,1.25,0.45
25962,3827.81,1.25,0.45
25963,3497.51,1.25,0.45
25964,4287.31,1.25,0.45
25965,3113.87,1.20,0.45
25966,3895.06,1.25,0.45
25967,3702.48,1.25,0.45
25968,4492.09,1.25,0.45
25969,3319.63,1.25,0.45
25970,3119.16,1.25,0.45
25971,3901.85,1.20,0.45
25972,4680.76,1.20,0.45
25973,3508.36,1.20,0.45
25974,3307.33,1.25,0.45
25975,4088.43,1.20,0.50
25976,2905.99,1.30,0.45
25977,3687.78,1.25,0.45
25978,3487.04,1.25,0.45
25979,4277.31,1.20,0.45
25980,2113.32,1.25,0.45
25981,1920.75,1.25,0.45
25982,2702.62,1.20,0.45
25983,2510.05,1.25,0.45
25984,2310.06,1.25,0.45
25985,2117.76,1.25,0.45
25986,1926.23,1.20,0.45
25987,2707.40,1.25,0.45
25988,2515.67,1.25,0.45
25989,2315.63,1.25,0.45
25990,4087.04,1.25,0.45
25991,2913.83,1.25,0.45
25992,4676.18,1.25,0.45
25993,3502.33,1.20,0.45
25994,4283.16,1.25,0.45
25995,3110.29,1.25,0.45
25996,2909.53,1.25,0.45
25997,4673.21,1.25,0.45
25998,3498.91,1.20,0.45
25999,4280.66,1.25,0.45
26000,3107.31,1.20,0.45
26001,2923.43,1.25,0.45
26002,2731.53,1.25,0.65
26003,4486.04,1.25,0.60
26004,3312.67,1.30,0.45
26005,4102.84,1.20,0.45
26006,2928.95,1.20,0.45
26007,4700.70,1.25,0.50
26008,3526.86,1.25,0.45
26009,3335.48,1.25,0.45
26010,2162.09,1.25,0.45
26011,1969.97,1.25,0.45
26012,1891.30,1.20,0.45
26013,2550.86,1.25,0.45
26014,2358.85,1.20,0.45
26015,2158.97,1.30,0.45
26016,1966.00,1.25,0.45
26017,1888.15,1.25,0.45
26018,2548.48,1.20,0.45
26019,2346.86,1.20,0.45
26020,4101.08,1.25,0.45
26021,2927.32,1.25,0.45
26022,3830.01,1.20,0.45
26023,2656.66,1.20,0.45
26024,3317.35,1.25,0.45
26025,2524.77,1.25,0.45
26026,3306.58,1.20,0.45
26027,4086.92,1.20,0.45
26028,3487.88,1.20,0.45
26029,4268.48,1.25,0.45
26030,3086.53,1.20,0.45
26031,3866.86,1.25,0.45
26032,4649.00,1.25,0.50
26033,3475.10,1.25,0.45
26034,3284.08,1.20,0.45
26035,3091.44,1.25,0.45
26036,3873.30,1.25,0.50
26037,4662.71,1.25,0.45
26038,2515.85,1.25,0.45
26039,2324.21,1.25,0.45
26040,2132.47,1.20,0.45
26041,1940.76,1.20,0.45
26042,2731.58,1.25,0.45
26043,2538.80,1.25,0.45
26044,2346.89,1.25,0.45
26045,2155.23,1.25,0.45
26046,1963.11,1.25,0.45
26047,1884.75,1.25,0.45
26048,4515.61,1.20,0.45
26049,4324.45,1.20,0.50
26050,4124.35,1.20,0.45
26051,2950.12,1.25,0.45
26052,1785.16,1.25,0.45
26053,6476.04,1.25,0.45
26054,5302.75,1.25,0.45
26055,4528.58,1.25,0.45
26056,3936.41,1.20,0.45
26057,2764.17,1.25,0.45
26058,4543.75,1.20,0.45
26059,4352.00,1.25,0.45
26060,3178.90,1.25,0.45
26061,2977.75,1.25,0.45
26062,3759.23,1.25,0.45
26063,4548.88,1.25,0.45
26064,3368.20,1.25,0.45
26065,3167.16,1.25,0.50
26066,3955.68,1.25,0.45
26067,2774.33,1.25,0.45
26068,2582.05,1.20,0.45
26069,2381.82,1.25,0.45
26070,2181.20,1.20,0.45
26071,1980.84,1.25,0.45
26072,1780.11,1.25,0.45
26073,2561.32,1.25,0.45
26074,2361.04,1.25,0.45
26075,2160.72,1.25,0.45
26076,1960.40,1.25,0.45
26077,1881.14,1.20,0.45
26078,4504.84,1.25,0.45
26079,4303.63,1.20,0.45
26080,4103.39,1.25,0.45
26081,2929.35,1.20,0.45
26082,1755.99,1.25,0.45
26083,6446.80,1.25,0.45
26084,5263.77,1.25,0.45
26085,4482.22,1.20,0.45
26086,3890.61,1.20,0.45
26087,3698.37,1.25,0.45
26088,4479.97,1.25,0.45
26089,3298.03,1.25,0.45
26090,3096.95,1.25,0.45
26091,3878.31,1.25,0.45
26092,4658.99,1.25,0.45
26093,3477.75,1.25,0.45
26094,3276.29,1.25,0.45
26095,4049.63,1.20,0.45
26096,2867.59,1.20,0.50
26097,3648.14,1.20,0.45
26098,3474.35,1.30,0.45
26099,2274.36,1.25,0.45
26100,2082.23,1.25,0.45
26101,1882.41,1.20,0.45
26102,2662.85,1.20,0.45
26103,2463.25,1.20,0.45
26104,2270.62,1.25,0.45
26105,2069.98,1.25,0.45
26106,1861.38,1.25,0.45
26107,2642.15,1.25,0.45
26108,2442.18,1.25,0.45
26109,4196.35,1.25,0.45
26110,3014.26,1.25,0.45
26111,3794.83,1.25,0.50
26112,4575.83,1.25,0.45
26113,3393.92,1.25,0.45
26114,3202.64,1.30,0.45
26115,3009.85,1.25,0.45
26116,3792.48,1.20,0.45
26117,4572.81,1.25,0.45
26118,3399.75,1.25,0.45
26119,3198.06,1.25,0.45
26120,3988.70,1.20,0.45
26121,2806.88,1.25,0.45
26122,3596.28,1.20,0.45
26123,3404.59,1.20,0.45
26124,4194.69,1.25,0.45
26125,3021.27,1.25,0.45
26126,1856.47,1.25,0.45
26127,3619.52,1.25,0.45
26128,4409.16,1.25,0.45
26129,2253.53,1.25,0.50
26130,2062.38,1.20,0.45
26131,1870.41,1.25,0.45
26132,2660.14,1.20,0.50
26133,2468.37,1.20,0.45
26134,2276.69,1.25,0.45
26135,2093.04,1.25,0.45
26136,1909.91,1.25,0.45
26137,2700.15,1.25,0.45
26138,2516.89,1.20,0.45
26139,4288.73,1.20,0.45
26140,4096.52,1.20,0.45
26141,2923.25,1.25,0.45
26142,2731.90,1.20,0.45
26143,4493.93,1.25,0.45
26144,3321.18,1.25,0.45
26145,4110.06,1.25,0.45
26146,2936.74,1.25,0.45
26147,3849.51,1.20,0.45
26148,4517.14,1.20,0.45
26149,3343.01,1.25,0.45
26150,2447.97,1.25,0.45
26151,3229.11,1.25,0.45
26152,2759.26,1.20,0.45
26153,4539.23,1.25,0.45
26154,3366.53,1.25,0.45
26155,4147.07,1.25,0.45
26156,2982.75,1.25,0.50
26157,2790.75,1.25,0.45
26158,2599.19,1.25,0.45
26159,2407.48,1.25,0.45
26160,2206.18,1.25,0.45
26161,2014.90,1.20,0.45
26162,1831.60,1.20,0.45
26163,2621.03,1.20,0.45
26164,2429.70,1.25,0.45
26165,2246.96,1.20,0.50
26166,2054.91,1.25,0.45
26167,1871.45,1.20,0.45
26168,4624.59,1.25,0.45
26169,4433.05,1.20,0.45
26170,3268.23,1.25,0.45
26171,3077.48,1.25,0.45
26172,3874.82,1.25,0.45
26173,4664.74,1.25,0.45
26174,3499.95,1.25,0.45
26175,3308.19,1.20,0.45
26176,4098.08,1.30,0.45
26177,2933.59,1.20,0.45
26178,1794.57,1.25,0.45
26179,4191.51,1.25,0.45
26180,5580.57,1.25,0.45
26181,5119.62,1.25,0.45
26182,3954.69,1.25,0.45
26183,2782.13,1.25,0.50
26184,4561.42,1.25,0.45
26185,3387.92,1.25,0.45
26186,3196.30,1.25,0.45
26187,3986.27,1.25,0.45
26188,1865.34,1.25,0.45
26189,2638.40,1.25,0.45
26190,2446.40,1.25,0.45
26191,2254.82,1.30,0.45
26192,2149.17,1.25,0.45
26193,1888.69,1.20,0.45
26194,2687.04,1.25,0.45
26195,2504.14,1.30,0.45
26196,2312.00,1.25,0.45
26197,2128.58,1.25,0.45
26198,3900.28,1.20,0.45
