ctrl_iteration,exec_time,malicious_wait_time
735,2782.86,0.00
736,2736.84,0.00
737,3721.58,0.00
738,2783.73,0.00
739,1755.13,0.00
740,3329.13,0.00
741,5335.62,0.00
742,4453.71,0.00
743,3797.96,0.00
744,2784.32,0.00
745,3719.20,0.00
746,3730.85,0.00
747,2788.30,0.00
748,1786.04,0.00
749,1757.92,0.00
750,1718.24,0.00
751,1726.15,0.00
752,1727.41,0.00
753,1728.28,0.00
754,1723.27,0.00
755,1727.24,0.00
756,1907.89,0.00
757,2573.69,0.00
758,3710.07,0.00
759,3727.82,0.00
760,3736.83,0.00
761,2789.55,0.00
762,2727.34,0.00
763,3719.82,0.00
764,2772.46,0.00
765,3721.90,0.00
766,2786.98,0.00
767,3726.47,0.00
768,2791.03,0.00
769,3717.88,0.00
770,2780.85,0.00
771,2726.35,0.00
772,3722.24,0.00
773,2785.02,0.00
774,1760.21,0.00
775,5689.96,0.00
776,4742.00,0.00
777,4049.93,0.00
778,2503.64,0.00
779,1770.31,0.00
780,1745.26,0.00
781,1756.77,0.00
782,1721.33,0.00
783,1721.47,0.00
784,1728.98,0.00
785,1735.74,0.00
786,1747.00,0.00
787,1762.63,0.00
788,3713.49,0.00
789,3790.17,0.00
790,2777.18,0.00
791,2727.32,0.00
792,3702.63,0.00
793,2784.40,0.00
794,3730.35,0.00
795,2786.07,0.00
796,3723.15,0.00
797,2745.40,0.00
798,3733.05,0.00
799,2819.15,0.00
800,2729.52,0.00
801,3731.25,0.00
802,2777.23,0.00
803,1748.36,0.00
804,5629.79,0.00
805,4749.71,0.00
806,4089.52,0.00
807,2486.76,0.00
808,1778.61,0.00
809,1737.45,0.00
810,1746.96,0.00
811,1739.95,0.00
812,1739.47,0.00
813,1740.84,0.00
814,1747.20,0.00
815,1775.33,0.00
816,1734.48,0.00
817,3717.62,0.00
818,3788.59,0.00
819,2800.07,0.00
820,2726.43,0.00
821,3699.42,0.00
822,2782.24,0.00
823,3723.72,0.00
824,2746.09,0.00
825,3729.05,0.00
826,2768.79,0.00
827,3714.26,0.00
828,2790.22,0.00
829,2730.64,0.00
830,3723.45,0.00
831,2785.67,0.00
832,1763.00,0.00
833,5697.05,0.00
834,4749.06,0.00
835,4089.33,0.00
836,2495.72,0.00
837,1781.57,0.00
838,1724.78,0.00
839,1775.09,0.00
840,1743.58,0.00
841,1759.98,0.00
842,1719.14,0.00
843,1725.56,0.00
844,1738.52,0.00
845,1761.07,0.00
846,3704.54,0.00
847,3748.54,0.00
848,2796.38,0.00
849,2749.28,0.00
850,3713.45,0.00
851,2776.13,0.00
852,3732.97,0.00
853,2797.91,0.00
854,3743.75,0.00
855,2774.76,0.00
856,3708.74,0.00
857,2773.88,0.00
858,2718.24,0.00
859,3728.03,0.00
860,2721.56,0.00
861,1750.80,0.00
862,5698.68,0.00
863,4751.03,0.00
864,4058.37,0.00
865,2515.55,0.00
866,1778.56,0.00
867,1744.09,0.00
868,1770.41,0.00
869,1723.41,0.00
870,1726.13,0.00
871,1739.32,0.00
872,1746.58,0.00
873,1749.94,0.00
874,1729.76,0.00
875,3710.08,0.00
876,3736.94,0.00
877,2786.02,0.00
878,2744.41,0.00
879,3733.85,0.00
880,3737.24,0.00
881,2780.65,0.00
882,2735.84,0.00
883,3726.63,0.00
884,2748.91,0.00
885,2728.05,0.00
886,2726.61,0.00
887,3727.23,0.00
888,2788.90,0.00
889,1778.11,0.00
890,3704.69,0.00
891,3722.73,0.00
892,2785.64,0.00
893,3729.43,0.00
894,2795.15,0.00
895,2728.07,0.00
896,1759.05,0.00
897,1737.34,0.00
898,1762.28,0.00
899,1719.38,0.00
900,1724.37,0.00
901,1735.75,0.00
902,1744.03,0.00
903,1762.70,0.00
904,1724.98,0.00
905,1730.87,0.00
906,3705.86,0.00
907,2788.40,0.00
908,2743.78,0.00
909,2726.24,0.00
910,2733.98,0.00
911,3725.92,0.00
912,2793.91,0.00
913,1781.11,0.00
914,3705.22,0.00
915,3724.08,0.00
916,2779.77,0.00
917,3727.58,0.00
918,2789.24,0.00
919,2744.75,0.00
920,3715.18,0.00
921,2780.31,0.00
922,3736.50,0.00
923,2801.64,0.00
924,3742.13,0.00
925,1811.60,0.00
926,1766.26,0.00
927,1728.81,0.00
928,1730.86,0.00
929,1735.66,0.00
930,1744.19,0.00
931,1752.69,0.00
932,1731.07,0.00
933,1742.26,0.00
934,1757.77,0.00
935,3689.89,0.00
936,2747.49,0.00
937,1936.61,0.00
938,3537.82,0.00
939,2744.22,0.00
940,3732.54,0.00
941,2777.27,0.00
942,1766.76,0.00
943,3706.60,0.00
944,3732.54,0.00
945,2774.47,0.00
946,3732.07,0.00
947,2795.97,0.00
948,2726.04,0.00
949,3726.63,0.00
950,3737.17,0.00
951,2782.19,0.00
952,2739.91,0.00
953,3735.76,0.00
954,2782.29,0.00
955,1759.22,0.00
956,1742.02,0.00
957,1761.65,0.00
958,1726.06,0.00
959,1728.20,0.00
960,1730.61,0.00
961,1746.74,0.00
962,1765.22,0.00
963,1736.14,0.00
964,1739.44,0.00
965,2726.51,0.00
966,2740.46,0.00
967,2744.06,0.00
968,2736.31,0.00
969,2735.74,0.00
970,3731.34,0.00
971,2776.28,0.00
972,1764.90,0.00
973,3705.99,0.00
974,3722.55,0.00
975,2787.93,0.00
976,3731.46,0.00
977,2794.20,0.00
978,2719.73,0.00
979,3722.08,0.00
980,3732.12,0.00
981,2777.45,0.00
982,2743.50,0.00
983,3728.92,0.00
984,2751.93,0.00
985,1792.24,0.00
986,3732.30,0.00
987,1782.85,0.00
988,1746.92,0.00
989,1766.87,0.00
990,1736.00,0.00
991,1744.91,0.00
992,1776.14,0.00
993,1739.70,0.00
994,1747.91,0.00
995,1772.67,0.00
996,1735.67,0.00
997,3711.05,0.00
998,3739.97,0.00
999,2787.06,0.00
1000,3723.66,0.00
1001,2771.98,0.00
1002,2737.17,0.00
1003,2740.86,0.00
1004,3705.24,0.00
1005,2768.76,0.00
1006,3721.55,0.00
1007,2787.34,0.00
1008,2746.26,0.00
1009,2729.58,0.00
1010,2737.37,0.00
1011,3736.96,0.00
1012,2801.38,0.00
1013,1782.36,0.00
1014,3699.25,0.00
1015,3732.17,0.00
1016,1803.90,0.00
1017,1757.92,0.00
1018,1719.49,0.00
1019,1724.79,0.00
1020,1742.63,0.00
1021,1771.27,0.00
1022,1732.12,0.00
1023,1757.83,0.00
1024,1720.12,0.00
1025,1724.69,0.00
1026,3706.12,0.00
1027,3733.72,0.00
1028,2768.55,0.00
1029,2161.90,0.00
1030,3319.92,0.00
1031,3786.46,0.00
1032,2750.83,0.00
1033,3718.67,0.00
1034,2787.42,0.00
1035,2751.66,0.00
1036,2773.91,0.00
1037,3719.37,0.00
1038,2779.88,0.00
1039,2721.83,0.00
1040,2180.55,0.00
1041,3319.45,0.00
1042,3755.00,0.00
1043,2790.96,0.00
1044,3729.51,0.00
1045,1758.43,0.00
1046,1722.40,0.00
1047,1763.04,0.00
1048,1723.02,0.00
1049,1728.00,0.00
1050,1732.65,0.00
1051,1737.14,0.00
1052,1735.61,0.00
1053,1760.37,0.00
1054,1719.30,0.00
1055,2726.82,0.00
1056,2831.94,0.00
1057,4629.88,0.00
1058,3802.27,0.00
1059,2788.70,0.00
1060,3733.00,0.00
1061,2785.21,0.00
1062,3713.07,0.00
1063,2778.33,0.00
1064,2724.98,0.00
1065,3718.83,0.00
1066,2774.94,0.00
1067,1751.50,0.00
1068,5676.48,0.00
1069,4736.41,0.00
1070,4110.21,0.00
1071,3447.85,0.00
1072,2781.70,0.00
1073,3715.73,0.00
1074,1786.76,0.00
1075,1767.09,0.00
1076,1721.89,0.00
1077,1728.30,0.00
1078,1737.82,0.00
1079,1758.17,0.00
1080,1721.16,0.00
1081,1722.44,0.00
1082,1769.53,0.00
1083,1731.42,0.00
1084,3703.63,0.00
1085,2772.38,0.00
1086,2727.36,0.00
1087,2731.45,0.00
1088,3724.15,0.00
1089,2783.61,0.00
1090,2734.37,0.00
1091,3706.30,0.00
1092,2784.45,0.00
1093,3732.39,0.00
1094,2785.91,0.00
1095,3734.76,0.00
1096,3736.76,0.00
1097,2797.47,0.00
1098,2750.59,0.00
1099,2768.31,0.00
1100,3722.81,0.00
1101,2727.40,0.00
1102,2725.91,0.00
1103,2744.04,0.00
1104,1777.36,0.00
1105,1732.95,0.00
1106,1730.31,0.00
1107,1734.11,0.00
1108,1637.00,0.00
1109,1724.42,0.00
1110,1714.85,0.00
1111,1713.34,0.00
1112,1739.65,0.00
1113,1741.86,0.00
1114,3705.23,0.00
1115,2785.56,0.00
1116,2740.01,0.00
1117,2736.69,0.00
1118,3709.43,0.00
1119,2772.60,0.00
1120,3724.19,0.00
1121,2727.77,0.00
1122,2729.51,0.00
1123,3725.88,0.00
1124,3727.18,0.00
1125,2769.11,0.00
1126,2719.13,0.00
1127,2719.88,0.00
1128,3714.95,0.00
1129,2750.77,0.00
1130,2730.39,0.00
1131,2725.45,0.00
1132,3714.13,0.00
1133,2778.59,0.00
1134,1743.92,0.00
1135,1721.34,0.00
1136,1760.59,0.00
1137,1718.14,0.00
1138,1719.78,0.00
1139,1721.19,0.00
1140,1727.89,0.00
1141,1732.86,0.00
1142,1742.84,0.00
1143,1743.50,0.00
1144,2726.45,0.00
1145,2732.41,0.00
1146,3725.23,0.00
1147,3737.49,0.00
1148,2798.27,0.00
1149,2734.21,0.00
1150,3709.31,0.00
1151,2751.70,0.00
1152,1771.68,0.00
1153,5691.49,0.00
1154,4742.86,0.00
1155,4121.01,0.00
1156,3425.58,0.00
1157,2782.31,0.00
1158,3712.38,0.00
1159,2750.91,0.00
1160,1787.19,0.00
1161,3721.20,0.00
1162,2773.86,0.00
1163,3710.88,0.00
1164,1763.55,0.00
1165,1717.75,0.00
1166,1721.93,0.00
1167,1726.82,0.00
1168,1728.63,0.00
1169,1739.14,0.00
1170,1736.74,0.00
1171,1734.19,0.00
1172,1734.31,0.00
1173,1720.97,0.00
1174,3702.99,0.00
1175,2737.22,0.00
1176,3734.21,0.00
1177,2784.32,0.00
1178,1768.45,0.00
1179,3704.81,0.00
1180,2777.57,0.00
1181,3704.47,0.00
1182,2786.73,0.00
1183,3730.13,0.00
1184,2793.23,0.00
1185,2745.85,0.00
1186,2766.98,0.00
1187,3696.29,0.00
1188,2748.24,0.00
1189,3731.17,0.00
1190,2747.31,0.00
1191,2742.32,0.00
1192,3718.22,0.00
1193,2798.51,0.00
1194,1785.39,0.00
1195,1758.48,0.00
1196,1714.08,0.00
1197,1751.84,0.00
1198,1724.13,0.00
1199,1738.08,0.00
1200,1735.17,0.00
1201,1761.73,0.00
1202,1723.44,0.00
1203,1732.55,0.00
1204,3717.13,0.00
1205,3742.08,0.00
1206,3747.50,0.00
1207,2797.49,0.00
1208,3735.34,0.00
1209,2774.19,0.00
1210,2722.63,0.00
1211,2747.64,0.00
1212,3731.99,0.00
1213,2775.99,0.00
1214,1767.36,0.00
1215,3708.79,0.00
1216,3732.70,0.00
1217,2791.11,0.00
1218,3714.16,0.00
1219,2786.75,0.00
1220,2733.87,0.00
1221,3721.21,0.00
1222,3723.76,0.00
1223,2747.67,0.00
1224,2772.87,0.00
1225,1747.37,0.00
1226,1771.33,0.00
1227,1734.29,0.00
1228,1736.79,0.00
1229,1739.69,0.00
1230,1743.96,0.00
1231,1747.50,0.00
1232,1748.00,0.00
1233,1766.05,0.00
1234,1721.28,0.00
1235,3704.87,0.00
1236,3744.69,0.00
1237,2788.68,0.00
1238,2734.65,0.00
1239,3709.42,0.00
1240,2793.27,0.00
1241,3730.57,0.00
1242,2751.86,0.00
1243,3727.88,0.00
1244,3711.97,0.00
1245,2775.08,0.00
